,,0
8_2_1,8_1_1,1.0000000000000002
8_2_1,4_2_1,0.9999993304792946
8_1_1,4_2_1,0.9999993304792942
8_2_1,2_3,0.9999344009340254
8_1_1,2_3,0.9999344009340254
4_2_1,2_3,0.9999249551256898
8,4_2_2,0.999813323688881
7_2,5_3_2,0.9998090828324564
8,4_2_1,0.999744333841168
8_1_1,8,0.9997442290549816
8_2_1,8,0.9997442290549814
4_2_2,2_3,0.9997431986878456
8_2_1,4_2_2,0.999697585716443
8_1_1,4_2_2,0.9996975857164428
4_2_2,4_2_1,0.9996826154828904
8,2_3,0.9996354721929044
2_2_3,2_2,0.9990725064239422
4,3_3,0.9986664392799804
8_1_2_2,4_2_2,0.9976317871601272
8_1_2_2,8,0.9968237639396555
8_1_2_2,2_3,0.9961315165466172
8_2_1,8_1_2_2,0.9960417426691458
8_1_2_2,8_1_1,0.9960417426691456
8_1_2_2,4_2_1,0.9959937938342972
5_2,2_3,0.9959763156120522
8,5_2,0.9957303053091348
8_2_1,5_2,0.9955700667591332
8_1_1,5_2,0.9955700667591332
5_2,4_2_1,0.9955605674217962
5_2,4_2_2,0.9954351984545048
8_1_2_3,8,0.9947585273175058
8_1_2_3,8_1_2_2,0.9942687037056216
8_1_2_3,4_2_2,0.9940254827324224
6_3,6,0.993377023319738
8_1_2_3,4_2_1,0.99248543682082
8_1_2_3,8_1_1,0.992455963905723
8_2_1,8_1_2_3,0.9924559639057228
8_1_2_3,2_3,0.9919244455553988
8_1_2_2,5_2,0.9895658937451406
8_1_2_3,5_2,0.9875029824905774
8_1_2,8_1,0.983866538482688
7_2,7,0.9811017887326005
7,5_3_2,0.977446051145505
4,2_2_3,0.9750267824020712
3_3,2_2_3,0.974403073089694
8_1_2_1,8_1_2,0.973801375910832
7,1_2,0.9730544327917612
4,2_2,0.9722330647373278
3_3,2_2,0.9705641175285136
8_2_2,8_1_2_2,0.9685035969522016
8_2_2,8_1_2_3,0.9607857646103468
8_2_1_4,5,0.9599134133791732
7_2,1_2,0.9530241764040208
8_2_2,4_2_2,0.9505229395035448
5_3_2,1_2,0.949210903255235
8_2_2,8,0.9487224329600192
8_1_2_1,8_1,0.9462601191119712
1,month,0.9457102782270624
8_3_2,8_2_2,0.9452438689112448
8_2_2,2_3,0.944381093698786
3_1_4,3_1,0.9442279836775738
8_2_2,8_1_1,0.9442030192406744
8_2_2,8_2_1,0.9442030192406744
8_2_2,4_2_1,0.9440442700794612
8_2_2,5_2,0.9331631619719434
8_3_2,8_1_2_3,0.9274767735071128
5_3_2,5,0.9113744728053168
8_3_2,8_1_2_2,0.90861855175336
7_2,5,0.9083833555151816
7,3_1_4,0.8978477449849488
8_3_2,8_1_2,0.8966340832313711
5_3_1,5_3,0.8936682670138253
8_2,5_3_1,0.8922160984840336
8_3_2,4_2_2,0.8914380165619099
8_3_2,8,0.8906980667669356
6_3,4_2,0.8855188654601575
5,1_2,0.8834524183527519
8_3_2,2_3,0.8818166613801184
8_3_2,8_1_1,0.8816626542553936
8_3_2,8_2_1,0.8816626542553935
8_3_2,4_2_1,0.8816418208664243
8_3_2,5_2,0.8795213430220861
8_1_2,1,0.8781970768862664
8_1_2_1,1,0.8754249437534072
6,4_2,0.8747999543034736
8_2_1_4,5_3_2,0.8745141886538408
8_2_1_4,7_2,0.8734302597030261
8_3_2,8_1,0.8730487748927211
8_2,3_1_4,0.8704806764611047
8_2,3_1,0.8693691221696684
7,3_1,0.8666971022010445
8_2,5_1,0.8643079421557746
3_1,1_2,0.8639424918245339
3_1_4,1_2,0.8637378187161455
8_2_1_4,1_2,0.8633464036602818
3_3,1,0.8589234765793688
8_2_2,8_1_2,0.8581623565629329
7_2,3_1_4,0.8570974493801752
7,5,0.856395240345082
8_1_2_3,1,0.8528044827199048
5_3_2,3_1_4,0.8517811302182966
8_1_2_3,8_1_2,0.8510602098685374
4_2_1,month,0.8509475097576575
8_1_1,month,0.8505351079869368
8_2_1,month,0.8505351079869367
5_3_2_3,month,0.8492812969085985
8,month,0.848806860727465
8_2_1_4,7,0.8473962953032859
8_1_2_3,month,0.8470094292580226
2_3,month,0.8454377041911613
5_3_2_3,5_2,0.8426585541012385
4_2_2,month,0.841227819034975
8,1,0.8389756418696334
8_1,1,0.8386474682001996
4_2_1,1,0.8376639779949012
8_2_1,1,0.8373130070525898
8_1_1,1,0.8373130070525898
5_3_2_3,2_1_4_1,0.835101280292968
8,5_3_2_3,0.8339703028409446
5_3_2_3,4_2_1,0.8337641134170981
8_1_1,5_3_2_3,0.833560635521837
8_2_1,5_3_2_3,0.8335606355218369
5_3_2_3,2_3,0.8327197499628418
4_2_2,1,0.8323524500912453
4,1,0.8315743366797396
5_2,month,0.8312723505221543
2_3,1,0.8310720201979443
5_3,2_1_4_3,0.830743157058861
8_1_2_2,1,0.8306386262930474
8_1_2_3,5_3_2_3,0.8289042356753977
8_2,5,0.8283665340566725
5_3_2_3,4_2_2,0.8275687909353452
8_2_1_4,8_2,0.8234508052216472
2_2_3,1,0.8232245092240159
8_1_2_2,month,0.8210010526676349
5_2_3,month,0.8177630118479958
5_3,5,0.8148473396361187
8_1_2_3,8_1,0.8124216250025794
8_1_2_2,8_1_2,0.8111460977845004
8_3_2,6,0.8110649067486503
8_2_1_4,3_1,0.81035794710502
8_2_2,8_1,0.8099001497885038
2_2,1,0.8086835830260296
5_2,1,0.8076848211808829
8_3_2,8_1_2_1,0.8042859092465439
8_1_2_1,3_3,0.8026571921129407
8_1_2,8,0.8005385145486696
8_1_2_2,6_3,0.8005123723909117
2_1_4_3,1_2,0.8000365367758792
7_2,3_1,0.7987101125613498
8_1_2,4_2_2,0.794613459575542
2_1_4_2,2_1_3,0.7944151389274797
8_1_2_2,5_3_2_3,0.7937713815739454
8_1_2_2,6,0.792920044754504
8_2_2,1,0.7921275708166263
5_3_2,3_1,0.7915963301790101
8_1_2,4_2_1,0.7898152924678177
8_2_1,8_1_2,0.789549675715441
8_1_2,8_1_1,0.7895496757154409
8_3_2,6_3,0.7894070313979249
8_2_2,6,0.7883456205238214
5,3_1_4,0.7882615531318888
8_2_2,6_3,0.7849821148566355
8_1_2,2_3,0.7849647404860778
6_3,4_2_2,0.7830772110203819
8_2,5_3,0.7825496496306654
5_3,2_1_4,0.7817964889941611
8_2_1_4,3_1_4,0.7815390739429998
8_1_2_1,4,0.7814030881808443
8_3_2,4_2,0.7795189726536765
8_1_2_3,6_3,0.7781378125273974
6_3,2_3,0.7772470966340747
6_3,5_2,0.7770864725027267
3_3,month,0.7756250011018577
8_1_2_1,2_2,0.7755358205164278
8_1_2,5_2,0.775508179036174
8_1_1,6_3,0.7752986779692953
8_2_1,6_3,0.7752986779692953
6_3,4_2_1,0.7751275125596198
8_1_2_3,6,0.7749198791709865
5,2_1_4_3,0.7748744536679321
8,6_3,0.7748239178945207
