,,0
8_2_1,8_1_1,0.999999978595264
8_2_1,4_2_1,0.9999988712422098
8_1_1,4_2_1,0.9999987671170446
8,4_2_1,0.9999711910586788
2_2_3,2_2,0.9999671803189883
8_2_1,8,0.99996128815797
8_1_1,8,0.999961006418521
4,1,0.9995664531123626
8,4_2_2,0.99939483543964
4_2_2,4_2_1,0.9992839051144912
8_2_1,4_2_2,0.9992339015282764
8_1_1,4_2_2,0.9992314464631384
4_2_2,2_3,0.9986354057284492
4_2_1,2_3,0.9984046598008216
8,2_3,0.998398492650516
8_2_1,2_3,0.9983869759898412
8_1_1,2_3,0.9983869242142096
8_1_2_3,8,0.9983400230153856
8_1_2_3,4_2_1,0.9980098230154768
8_1_2_3,8_1_2_2,0.9980011343749048
8_1_2_3,8_1_1,0.997986536093372
8_2_1,8_1_2_3,0.9979846982751014
8_1_2_3,4_2_2,0.996840895650843
7_2,7,0.9968213667207616
8_1_2_2,4_2_2,0.9961883750733922
8_1_2_2,8,0.9960307509924476
8_1_2_2,4_2_1,0.995378348199216
8_2_1,8_1_2_2,0.995264314335828
8_1_2_2,8_1_1,0.9952598709808704
8_1_2_3,2_3,0.9950717053629948
8_1_2,8_1,0.9948501073605917
7_3,3_1,0.994031533628786
8_1_2_2,2_3,0.9929404491520228
7,3_1_4,0.9912163862352326
7_2,3_1_4,0.985781219100694
3_1_4,3_1,0.9855928119133364
8_2_2,8_1_2_2,0.978304279198586
7,3_1,0.9755907039273622
8_2_2,4_2,0.974898192178992
4,2_2_3,0.974789308354145
4,2_2,0.9745637524201852
2_2_3,1,0.9744669442551768
2_2,1,0.9743428219981718
6_3,6,0.97176981264637
8_3_2,8_2_2,0.96954662737858
7_3,3_1_4,0.968798320310034
4_2_2,4_2,0.9687175357504298
8_1_2_2,4_2,0.96546574969664
8_2_2,8_1_2_3,0.9651939137890464
8_2_2,4_2_2,0.964371231026929
4_2,2_3,0.9632514594195526
7_3,7,0.9617175433774712
8,4_2,0.9597486186491344
8_2_2,8,0.9593379910751384
4_2_1,4_2,0.958808650114012
8_2_1,4_2,0.9584467541361664
8_1_1,4_2,0.958422531625058
8_2_2,4_2_1,0.9573226240595812
7_2,3_1,0.9570663385581164
8_2_2,8_2_1,0.9569138062854944
8_2_2,8_1_1,0.9568986149241776
8_2_2,2_3,0.9567219653320804
8_3_2,8_1_2_2,0.9542345502968078
7_3,5,0.9540691392823848
8_1_2_3,4_2,0.9530891504128738
5_3_1,5_3,0.9520101093256144
5,3_1,0.948776604947546
8_3_2,8_1_2_3,0.9449388873049568
7_2,3,0.9418460586479408
3_3,1,0.9403922175921644
7_3,7_2,0.9378466330221816
8_3_2,8_1,0.937140399777317
4,3_3,0.9331457275107872
5_3_1,5,0.9280438391090078
8_3_2,8,0.9280095168596766
8_3_2,4_2_2,0.9270661972045964
8_3_2,8_1_2,0.9269534084050326
8_3_2,4_2_1,0.9253886260041384
8_3_2,8_2_1,0.925069893366254
8_3_2,8_1_1,0.9250692964648868
8_2_2,8_1,0.924566111387606
8_3_2,2_3,0.9231316532290496
7,1_1,0.9220059994058436
7_2,1_1,0.9210703282140272
7,3,0.9120871293785464
8_1_2_2,8_1,0.9108165851519427
5,3_1_4,0.9080966262974314
3_3,2_2,0.9062637888639874
3_3,2_2_3,0.9058252507110016
3_1_4,1_1,0.9052474492566536
8_2_2,8_1_2,0.9036980143896888
8_1_2_3,8_1,0.8999356651143342
8_3_2,4_2,0.899785180468646
8_1_2_1,8_1_2,0.8985117736378853
2_1_4_1,2_1_3,0.8967684831103415
3_1_4,3,0.8920572986474528
3_1,1_1,0.8914711241847334
7,5,0.8903191522038552
5_3_2_3,month,0.8849203203169369
8_1_2_1,8_1,0.882194826529566
8_1,8,0.8803498244141409
8_1,4_2_1,0.8780360825946918
8_2_1,8_1,0.8777344615048844
8_1_1,8_1,0.8777216499167683
8_1,4_2_2,0.8775857899705167
8_1_2_2,8_1_2,0.8766572364174297
8_1_2_3,5_3_2_3,0.8744055622076389
7_3,1_1,0.8734961600635613
8_3,5_3,0.8720038874747084
8_1_1,5_3_2_3,0.8674687182980719
8_2_1,5_3_2_3,0.8674037768094057
5_3_2_3,4_2_1,0.867038510726484
5_3,5,0.8668182332425513
8,5_3_2_3,0.8659378206340375
8_1_2_1,4,0.8656767957625633
8_1_2_3,8_1_2,0.8620159139075366
7_2,5,0.8594574799288244
8_1,2_3,0.8576055296741295
8_1_2_1,1,0.8575362160262388
8_1_2_2,5_3_2_3,0.8527023361489746
8_1_2_3,month,0.8524077361113201
5_3_2_3,4_2_2,0.8522886771740568
5_3_2_3,2_3,0.8515222406201325
3,1_1,0.8514321250929261
8_1_1,month,0.8505355741786091
8_2_1,month,0.8505351079869365
4_2_1,month,0.8500285509604131
8,month,0.8482536861173635
5_2,1_2,0.8458471259073947
8_1,4_2,0.845831543929232
8_1_2,8,0.838743777901925
8_1_2,4_2_2,0.8360831076205115
8_1_2,4_2_1,0.8359020229147465
8_2_1,8_1_2,0.8355189315950875
8_1_2,8_1_1,0.8354971869689006
4_2_2,month,0.8345622874922006
8_1_2_2,month,0.8311540638730824
8_1_2_1,2_1_4_2,0.8257858038315795
2_3,month,0.8241728030033602
5_3_1,3_1,0.8212688693495237
5_1,1_2,0.8203901905431941
8_1,month,0.8164592047640309
8_1_2,2_3,0.8145744634794521
8_1_2,4_2,0.8108153668427395
3_1,3,0.8103249418879737
7_3,5_3_1,0.806404067085029
8_1,5_3_2_3,0.8036332243535786
5_3_1,3_1_4,0.7998214361757351
8_3_2,5_3_2_3,0.7954550445609473
8_1_2_1,2_2,0.7948127301211116
8_1_2_1,2_2_3,0.7937557489662881
6_3,2_2_3,0.7913773936525891
6_3,2_2,0.790610088878965
6,2_2,0.7844575198472481
6,2_2_3,0.7841869680728814
8_1_2,month,0.7749699669269243
8_2_2,5_3_2_3,0.7718772710296812
7,5_3_1,0.7717395663119024
7_3,3,0.7696916782076028
8_1_2,5_3_2_3,0.7609396794197806
8_3,5_3_1,0.7540731749524049
6_3_1,2_1_4_1,0.7537701630354917
7_2,5_3_1,0.7509301380976026
4,month,0.7506527383699692
5,1_1,0.7471445502262155
1,month,0.7412591581151129
2_2_3,month,0.7400490116373041
8_1_2_1,month,0.7379770958794646
2_2,month,0.7379656285216551
8_2_2,month,0.7368699799896795
5,1_2,0.7344865560094244
8_3_2,month,0.7294144137746367
6,4,0.7244993835843234
4,2_1_4_2,0.723178147421343
2_1_4_2,1,0.7225692026399655
5_3_2_3,4_2,0.7211164199450527
4_2,month,0.71612211874364
6,1,0.7160439490666164
8_1_2_1,3_3,0.7085445202175901
6_3,5_3_2_3,0.708509181875768
6_3,4,0.7023504950916667
8_3,5_1,0.6990471380209301
5_3_2,5_1,0.695902361604129
6,5_3_2_3,0.6954408746141064
5_3,5_1,0.6941938804809308
6_3,1,0.6924211671441901
7_3,5_3,0.6901644141358564
5_3,3_1,0.6888234071019667
8_3_2,8_1_2_1,0.6821769717503521
8_3_1,3,0.681573792207788
3_3,2_1_4_2,0.6772285306093577
5_3,1_2,0.6702408240893291
5,3,0.6687563146267733
8_1_2_1,6,0.6670902054787098
6_3,month,0.6633446130173445
8_1,4,0.6620682249676689
5_2,5_1,0.6615088158937228
8_1_2,4,0.6589419355454967
5_3,3_1_4,0.6559776496726275
