,,0
8_1_1,4_2_1,0.9999990922344244
8_2_1,8_1_1,0.9999982303747892
8_2_1,4_2_1,0.9999964581422468
3_1_4,3_1,0.9997900327657232
7_2,7,0.9996309422928572
8_1_2_3,8,0.9994739002675544
8,4_2_1,0.9994696529765928
8_1_1,8,0.9994626819546436
2_2_3,2_2,0.9994096460820554
8_2_1,8,0.9994053833914068
8,4_2_2,0.9990426918797468
7_2,5,0.9990350334572982
4_2_2,2_3,0.9989432686794796
8_1_2_3,4_2_2,0.9987279936331868
8,2_3,0.9986911493830526
8_1_2_2,4_2_2,0.9986806973656696
7,5,0.9986172310903872
8_1_2_3,4_2_1,0.9983976137638508
8_1_2_3,8_1_1,0.998381835917597
4_2_1,2_3,0.9983482297339809
8_1_2_3,8_1_2_2,0.9983398485540088
4_2_2,4_2_1,0.9983195563334564
8_1_1,2_3,0.9983147135997652
8_2_1,8_1_2_3,0.9983049582901912
8_1_1,4_2_2,0.9982658938814414
8_2_1,2_3,0.9982319662371704
8_2_1,4_2_2,0.9981746024806432
2_1_4_3,2_1_3,0.99754641330503
8_1_2_2,8,0.9974571197006816
8_1_2_3,2_3,0.9971801591025784
2_1_4_3,2_1_4,0.9966766350584342
8_1_2_2,2_3,0.9965235347117222
5,3_1,0.9962343290826596
8_1_2_2,4_2_1,0.9954305119441184
8_1_2_2,8_1_1,0.9953529514161288
8_2_1,8_1_2_2,0.9951948758347768
7,3_1,0.9951036534623984
5,3_1_4,0.9950751269831992
7_2,3_1,0.9945873362227008
2_1_4_1,2_1_4,0.9945611655583292
7,3_1_4,0.9941895400445424
2_1_3,2_1,0.9936177332781418
7_2,3_1_4,0.9934701358913324
2_1_4,2_1_3,0.992810648980798
8_1_2_2,8_1_2,0.9927200691153116
8_2_1,3_3,0.9914241807956512
8_1_1,3_3,0.9912360517448704
4_2_1,3_3,0.991157442701996
8_1_2,4_2,0.990850551135842
8_2_2,8_1_2,0.9906475682823496
2_1_4_3,2_1,0.9905486538884268
8_2_2,8_1,0.9898175064192029
8_1_2_2,4_2,0.9885262690028556
8,3_3,0.9885001630023164
8_1_2_3,3_3,0.9883089080618754
2_1_4,2_1,0.9879590747793974
8_1_2_3,8_1_2,0.9872017291578302
8_2_2,4_2,0.986806729987932
8_1_2,4_2_2,0.9863746556906688
4_2_2,4_2,0.9858845389189343
2_1_4_3,2_1_4_1,0.985499359746168
8_3,2_1_4_1,0.9850594559983592
4_2_2,3_3,0.9840539332326124
8_1_2,8,0.983134774271318
8_3_1,5_1,0.9827360220085132
3_3,2_3,0.9819039328928992
8_3,2_1_4,0.9818770272628358
4_2,2_3,0.9818533611203428
8_1_2,2_3,0.9808979584714708
8_1_2_3,4_2,0.980062767723694
8_1_2_2,3_3,0.979861770517338
8_3_1,5_3_1,0.9793056356956932
8_3_1,2_1,0.9786653742512288
8,4_2,0.9784536486077804
8_1_2,4_2_1,0.9777203320373176
8_1_2,8_1_1,0.9775867421619914
8_2_1,8_1_2,0.977252000736744
2_1_4_1,2_1_3,0.9761617675343818
4_2_1,4_2,0.9745867022347876
8_1_1,4_2,0.9743745778945352
8_2_1,4_2,0.9740441132551266
8_1,4_2,0.9735824633316662
5_3_1,5_1,0.9730036730810274
8_2_2,8_1_2_2,0.9724293128558564
5_1,1_1,0.9710920928316064
4,2_2_3,0.9708156854066956
8_1_2,8_1,0.9705946675175346
2_1_4_1,2_1,0.9704878087404614
5_1,3_1_4,0.9704786934808396
