,,0
8_1_1_3,5_3_2,0.916524763598483
8_1_1_3,2_1,0.9160000568691544
8_2_2,8_1,0.915570771070517
4,3_1_1,0.9152014164057928
7,2_1,0.9149617306777612
8_2_2,8,0.914604389745211
8_3,5_1,0.9141878825631036
7_2,2_1,0.9137636069451726
5_1,2_1_4_3,0.9134362284806092
8_3_1,6_3_1,0.9126469996867194
8_2_2,2_3,0.9123608818007514
2_1_3,1_1,0.9101390373014058
8_1,1,0.9088875956435024
2_1,1_1,0.9079734219598572
8_1_1_3,2_1_3,0.9066236589806508
4_2_2,1,0.9062698049621264
5_2,1,0.9062630057029316
8_3,3_1_4,0.9054230369811808
7_3,2_1,0.9032309215356444
8_3_2,8_2_2,0.9018178888093972
6_3_2,month,0.9014292737938112
8_2_2,8_2_1,0.9009571353758524
8_2_2,8_1_1,0.9009459101882564
8_2_2,4_2_1,0.9009457814679128
2_3,1,0.9002327384097648
8_3_1,5_3_2,0.9000434745295114
8_3,3_1,0.9000367115430202
5_3_2,3_1,0.8997112945083235
8_2_2,8_1_2,0.8995934267044653
5_3_2,2_1,0.8984790577155096
5_1,2_1_4,0.8983115307529034
3_1,2_1,0.8975779892245612
3_1_4,2_1,0.8969759500834622
8_2_1_4,2_1_4_3,0.8964908423484199
5_3,5_1,0.8962907602963235
8_3,8_1_1_3,0.8962568767013267
8_3_2,8_1_2_2,0.8960251833278727
8_2_2,8_1_2_3,0.8953272298558914
7,2_1_3,0.8889811443597512
5_3_2,3_1_4,0.8879722576695929
7_2,2_1_3,0.8875987814577244
8_3_2,8,0.883873779202674
8_3_1,7_3,0.8831968065741895
3_1_4,2_1_3,0.8822743847050488
8_1_1_3,7_3,0.8815934282083617
8_3_2,8_1_2,0.8813946053369719
8_2_1_4,2_1_4,0.8812171418466025
3_1,2_1_3,0.8811501624852689
8_3_1,2_1_4_3,0.878769772764718
8_3_2,8_1,0.8774315743409623
8_3_2,4_2_2,0.8767372618184036
7_3,3_1,0.8759771292244961
7_3,2_1_3,0.875063578730854
8_2_1_4,5_3,0.8742975427350251
5_3_1,2,0.8742201674219665
8_2_1_4,6_3_1,0.8742002050293947
5_2_3,5_2,0.8733930590128366
4,3_3,0.8732497161569013
8_2_1_4,8_1_2_1,0.8728535520500686
5_2,month,0.8725075083887693
5_1,2_1_4_1,0.8723812074765362
8_3_2,2_3,0.8721745853821987
8_3_2,8_1_2_3,0.8720503782133797
5_3_2,2_1_3,0.8718427422735472
8_3_2,4_2_1,0.87117715708119
8_3_2,8_2_1,0.87107032170746
8_3_2,8_1_1,0.8708195920613585
8_3_1,8_1_2_1,0.8685358014845417
8_1_2_1,5_1,0.8684574837250459
8_3,6_3_1,0.8676608393391704
7_3,5_3,0.8656603804618314
8_3_2,4_2,0.8652142668850451
8_3_1,2_1_4,0.8641169612330014
7_3,3_1_4,0.8617272484989278
8_1_1_3,5,0.8616558023506407
8_3,1_1,0.8616189251039583
2_1_4_3,1_1,0.8609614852055596
8_1_2_3,month,0.8582707105696039
8_3,7,0.8559258890173924
8_1_2,month,0.8554888190305664
8_3,7_2,0.8537646915390364
8_2_1_4,2_1_4_1,0.8537514706790482
8_1_2_3,3_3,0.8537497669649862
5,3,0.8532193998582492
6_3_1,3_1_4,0.8531670866543555
8_1_2,3_3,0.8531011928782875
4_2_1,3_3,0.8513999681431472
8_1_1_3,2_1_4_3,0.8513149549999375
8_2_1,3_3,0.8512095611330488
8_1_1,3_3,0.8510412355946642
8_3_1,5,0.8503340506417881
4_2_1,month,0.8502120630015738
8_2_1,month,0.8500934165285626
8_1_1,month,0.8499905580109832
5_3,1_1,0.8482907308010387
8_1_2_2,3_3,0.8471719092770139
8_2_2,5_2,0.8451879007286012
8_3_1,5_3,0.8435278634583928
2_1_4,1_1,0.8426470668687401
5_3_1,5,0.8425078757623506
6_3_1,3_1,0.8420253378372486
8_1_1_3,6_3_1,0.8409048903123878
8,3_3,0.8406823704863599
5_3_2,5_3,0.8397912945370624
7,5_3,0.8380898966315729
7_2,5_3,0.8373952482777334
8_3_1,2_1_4_1,0.8373744464939067
8_1_2_1,7_3,0.8359778257728437
8,month,0.8347068286396889
8_1_1_3,2_1_4,0.8343412297133891
8_3,5_3_1,0.8324812494511514
8_1_2_2,month,0.8319959942601362
6_3_1,5_1,0.8319407800543317
5_2,3_3,0.8304886785135905
8_1,month,0.8285874513500706
7,2_1_4_3,0.8266092233876127
8_1,3_3,0.8258015765138369
4_2_2,3_3,0.8256755090330458
7_2,2_1_4_3,0.825109529446725
7_3,2_1_4_3,0.823371529931925
8_3,5_3_2,0.8225989694460161
8_3,7_3,0.8224621965938775
4_2,1,0.821195905943165
2_3,month,0.8209753961264527
4_2_2,month,0.8194662410588013
3_1_4,2_1_4_3,0.8192228371544024
3_1,2_1_4_3,0.818006571204698
3_3,2_3,0.8166852904860769
6_3_2,1,0.815577864087349
8_1_2,5_2_3,0.8155645873752407
3_3,2_2_3,0.813789602613917
6_3_1,2_1_3,0.813113574778049
2_1_4_1,1_1,0.812769571500504
5_3_2,2_1_4_3,0.8113906486987782
8_1_1_3,2_1_4_1,0.8109088808135875
8_1_2_1,1_1,0.8106764492924748
3_3,2_2,0.8106186307824544
8_1_2_1,7,0.8096743117293687
8_1_2_1,5_3_2,0.8095760086349385
8_1_2_1,7_2,0.8087452801831039
7,2_1_4,0.8083001704542334
7_3,2_1_4,0.8080797760070911
8_3_2,5_2,0.8079406653650171
8_1_1_3,5_3,0.8076925784987716
6_3_2,3_3,0.8071547656596935
7_2,2_1_4,0.8067635687028097
8_1,5_2_3,0.8046141499307274
5_3_1,3,0.8037736382960451
3_1_4,2,0.8015908741766412
8_1_2_3,5_2_3,0.8015734298853386
8_3,5,0.8008204916836076
3_1_4,2_1_4,0.8005919300162879
8_3_2,1,0.8000844850379372
2_1_4_2,2_1_4_1,0.7999630369681631
6_3_1,1_1,0.799089556797329
3_1,2_1_4,0.7989080676968394
4,month,0.7986594208195323
8_2_1_4,5,0.7943488546789266
5_3_2,2_1_4,0.7936006124803134
3_1,2,0.7880659169821661
8_1_1,5_2_3,0.7872599818159521
8_2_1,5_2_3,0.7871309173716527
5_2_3,4_2_1,0.7870760577703988
5_2_3,2_3,0.7865382066553994
7_3,2_1_4_1,0.7826276065761976
6_3_2,5_2,0.780321766470786
7,2_1_4_1,0.7795108487500448
4,1,0.7792863236051132
7_2,2_1_4_1,0.7778867347175216
8,5_2_3,0.7778849827963928
7,6_3_1,0.7773725043525688
6_3,5_3_2_3,0.7770741068998618
5_2_3,4_2_2,0.7770116009926501
7_2,6_3_1,0.7755412566602966
6_3_1,5_3_1,0.7744005901733589
6_3_1,2_1,0.7733112945855475
3_1_4,2_1_4_1,0.772999928859682
5_3,2_1_4_2,0.7729047445935142
5_3,3_1,0.7713227145695993
8_1_2_1,6_3_1,0.770428911502583
8_1_2_2,5_2_3,0.7703487131048613
3_1,2_1_4_1,0.7701813405545452
8_1_2_1,8_1_1_3,0.7693806435942341
2_1_4_2,2_1_4,0.7689774298217023
8_3_1,5_3_1,0.7686045940721561
5_3,3_1_4,0.7673787723863461
5_3_2,2_1_4_1,0.7646520498790376
8_1_2_1,2_1_4_2,0.7642951472727703
5_2_3,month,0.7636517999882874
8_1_2_3,6_3_2,0.7586169404538122
8_2_2,1,0.7571042789336618
8_1_2_1,3_1,0.7558373236158353
8_1_2,6_3_2,0.7544779912823903
8_1_2_1,3_1_4,0.7542163836712763
5_1,5,0.7540194666151178
3_3,3_1_1,0.7539402014821608
5_3_1,3_1_4,0.7529256702950297
7,5,0.7489649702761332
2_1_4_3,2_1_4_2,0.7463349383479203
7_2,5,0.7456875235513367
5,1_1,0.7455913011823152
6_3_1,5_3_2,0.7447251297329321
6_3_2,4_2_1,0.7445277138134044
8_2_1,6_3_2,0.7445176082970908
8_1_1,6_3_2,0.7444403203430039
5,2_1,0.7438334846824487
6_3_1,5,0.7435323282056217
2_2_3,month,0.7403221751892368
6_3_1,2_1_4_3,0.7386101536582559
2_2,month,0.7362014236139482
5_2_3,4_2,0.7334618314908562
5_3_1,3_1,0.7330369755055407
5,2_1_3,0.7320421510451078
5_3_1,2_1_3,0.7315060517321264
8_1,6_3_2,0.7289689351315103
5_2_3,1,0.7285230627459234
8,6_3_2,0.7270779266510761
4_2,3_3,0.7230557488221472
6_3_2,2_3,0.7225962756159113
6_3,6,0.7198043141712214
2_2_3,1,0.7197023109846415
8_1_2_2,6_3_2,0.7193384042217261
6_3_1,2_1_4,0.7193044355288913
3_1_1,month,0.7169281790979879
2_2,1,0.7160208681404582
8_3_2,3_3,0.7157925656163457
5_3_1,2_1_4_3,0.7116942959987719
8_1_1_3,2,0.7108058235782226
8_3_1,2,0.7081008983708339
5_3_1,2_1_4,0.7078598099626895
6_3_2,4_2_2,0.707188407273546
4_2,month,0.7049128124284045
8_2,5_3_1,0.7035485846942175
7_3,6_3_1,0.7029294302612032
5_3_1,2_1_4_1,0.700450652077423
5_3_1,2_1,0.6936600498402288
8_3,2,0.6868333292069378
8_1_1_3,5_3_1,0.6799858204130782
6_3_1,2_1_4_1,0.6793992297361124
5,2_1_4_3,0.6769962719050118
2_1_4_2,2_1_3,0.6716088642804029
5_3_2,5,0.6711548709313501
6_3_1,5_3,0.6687725180473308
5_2_3,3_3,0.6634742516903962
3_1_1,1,0.6626406364177173
8_2_1_4,5_3_1,0.6610203808542496
5,2_1_4,0.6602914945739343
8_1_2_1,5_3_1,0.6587174277198714
8_3,2_1_4_2,0.6571683147231159
2_1_4_2,2_1,0.6549131383240571
8_2_2,3_3,0.6545621609261271
6_3_2,4,0.6495359608085793
6_3_2,3_1_1,0.6470484704753268
7_3,5,0.6439355902273868
5_3_2_3,1,0.6421621986275496
5,2_1_4_1,0.6401135654653399
8_3_2,month,0.6397213179283503
6_3_1,2,0.6345594936360113
8_2_2,5_2_3,0.6319445736044529
6_3_2,5_2_3,0.6287122489461248
5_3_2_3,3_3,0.6280949741768159
8_2_1_4,2,0.6209004776815682
5_3_1,5_1,0.6151097712452628
6_3_2,2_2_3,0.6138694884864796
6_3_2,2_2,0.610623686390593
3_1_4,3,0.609248776804465
5_3_1,5_3,0.5984680424079856
5_3_2_3,4_2_1,0.5936277275945747
8_2_1,5_3_2_3,0.5934828386758034
8_1_1,5_3_2_3,0.5933738885564452
6_3_2,6_3,0.59238249421142
3_1,3,0.5920074410277745
8_1_2_2,5_3_2_3,0.5919938629462612
2_1,2,0.5897019665523929
5_3_2_3,month,0.5866683689962598
5_3_2_3,3_1_1,0.5861724089541569
2_1_3,2,0.5848927572543648
8,5_3_2_3,0.5842506175249447
8_2_2,month,0.5834383083465379
5_3,5,0.5813924048372819
5_3_2_3,2_3,0.5775777554747628
8_1_2_3,5_3_2_3,0.5747977492747041
6_3_2,4_2,0.5744869603573144
8_2,6_3_1,0.5703695758961351
5_1,2,0.5688723980881153
8_1_2_1,5,0.566970933389878
5_3_2_3,4_2_2,0.5657937318752958
8_3_2,6_3_2,0.565769633794617
5_3_2_3,5_2,0.564344510291008
8_1,5_3_2_3,0.5541621869960494
8_3_2,5_3_2_3,0.5525737740588734
2,1_1,0.5481995434355255
5_3_1,2_1_4_2,0.5479414223059397
6_3_2,5_3_2_3,0.5478279306282887
2_1_4_3,2,0.5445391042831224
8_2,3,0.5442962275829002
7,2,0.5415255374987242
5_3_1,1_1,0.5414817300738808
8_1_2,5_3_2_3,0.5391468408886438
7_2,2,0.5372888917233782
2_1_4,2,0.5323983152706713
7,5_3_1,0.5253314076696284
6_3,3_1_1,0.5243122872693103
7_2,5_3_1,0.5210028651755332
2_1_4_1,2,0.5208024391727466
8_2,2,0.5088499000776249
2_1_4_2,1_2,0.5087554043549574
8_3_2,5_2_3,0.5064599857029255
8_1_2,4,0.5007124237471745
2_2,1_1,-0.500955438164408
7,2_2,-0.5018714098144311
7_2,2_2_3,-0.5024138649747264
2_2_3,1_1,-0.5061246079140408
7,2_2_3,-0.5066680450032344
5,4_2,-0.5080719774200957
3_1_1,2_1,-0.5110455592405494
5_3_2_3,2_1_3,-0.5134711410927846
5_2_3,5,-0.5185731831402384
5_1,2_2,-0.5187480340728822
4,2_1_4_1,-0.5195171397483836
5_1,2_2_3,-0.5243789468352564
2_2,2_1_3,-0.5250943759442813
8_3,8_2_2,-0.5252015825833097
8_1_1_3,5_3_2_3,-0.5260186791170672
8_2_2,2_1_4_1,-0.5262437147871725
8_3,6_3,-0.527452005841111
2_2,2_1,-0.5281477572683076
8_3_1,6_3,-0.5290080368940782
2_2_3,2_1_3,-0.5316316235372487
8_3_2,2_1_3,-0.5334827809111896
2_2_3,2_1,-0.5344081347120486
4,2_1_4,-0.534567122389431
3,1,-0.5408791615483437
8_3_2,5,-0.5467007975015132
6_3_1,5_3_2_3,-0.5479246140708876
4,2_1_4_3,-0.5489557336992109
8_2_2,2_1_4,-0.5500830812021117
8_1_2_1,5_3_2_3,-0.5553748704592464
8_2_2,8_1_2_1,-0.5556933073992845
8_3_2,6_3_1,-0.5657824191895138
5_3_2_3,5,-0.5683174435942894
8_2_2,2_1_4_3,-0.5686135760662208
8_2_1_4,3_1_1,-0.5701439895315141
8_2,6_3_2,-0.5703529461934002
8_2_1_4,2_2,-0.5715764226907725
6_3_1,4_2,-0.5744955495630194
8_2_1_4,2_2_3,-0.5766788325358484
7_2,4,-0.5774726682364637
7,4,-0.5814825008222763
5_2_3,2_1_4_2,-0.5829238235588837
4,1_1,-0.5846390489233113
5_3_2_3,5_3_2,-0.5901663647208897
3,month,-0.5915318186755754
6_3_1,6_3,-0.5924525656870825
8_3_2,2_1,-0.5936251136164828
4,2_1_3,-0.5962200733048124
8_2,6_3,-0.5964950783373383
5_1,4,-0.5978960210981235
6_3,5_3_1,-0.5985094608165946
4,2_1,-0.6027997448163611
7_3,5_3_2_3,-0.6073808146660727
6_3_1,2_2,-0.6105820795820723
5_3_2_3,2_1,-0.6135664983272947
6_3_1,2_2_3,-0.6138279033811843
7_2,5_3_2_3,-0.6149234965153261
7,5_3_2_3,-0.6159412349235018
8_2_1_4,5_3_2_3,-0.6160823662087822
8_1_1_3,3_1_1,-0.6180554461823445
5,2_3,-0.623048603241519
8_3,5_3_2_3,-0.6243136691489316
6_3_1,5_2_3,-0.6286028953603756
8_2_2,2_1_3,-0.6301085780757397
5_3_2_3,3_1_4,-0.6307052046637049
8_3,2_2,-0.6330925771631098
6_3_2,2,-0.6345764641488867
5,4_2_2,-0.635894343289505
8_1,5,-0.6367712634856322
5_3_2_3,3_1,-0.6368582397277031
8_3_1,8_2_2,-0.6380472519424311
8_3,2_2_3,-0.6387576660739082
8_3,3_1_1,-0.639034727473998
8_2,3_1_1,-0.6461748120797218
6_3_1,3_1_1,-0.6470297142471848
8_2_2,5_3,-0.6471515667383352
8_2_1_4,4,-0.6480839295710739
6_3_1,4,-0.649522677470654
5_2,5,-0.650128678721746
8,5,-0.6562241314581987
8_3_1,2_2,-0.6628468759730639
8_1_2_2,5,-0.6663622897148175
8_3_1,2_2_3,-0.6673691410391592
8_1_1_3,2_2,-0.6678824906057607
6_3_2,5_3,-0.6687720603857207
8_1_1,5,-0.6705511734350555
8_2_1,5,-0.6707873733791356
8_3_1,3_1_1,-0.6708382474725676
5,4_2_1,-0.6710560743805201
8_1_1_3,2_2_3,-0.6722164211336753
3_3,3,-0.6736757171532348
8_1_2_3,5,-0.6750612548569342
8_2_2,3_1_4,-0.6753803749580177
8_1_2,5,-0.6787755634312669
6_3_2,2_1_4_1,-0.6794199994863237
8_2_2,2_1,-0.6814629944784114
5_3_1,1,-0.6833703378827048
8_3_2,8_3_1,-0.688287716394666
8_3,4_2,-0.6886479003383273
4_2,2_1_4_1,-0.6908877833848233
8_3,4,-0.6922842197423281
8_3_1,5_3_2_3,-0.6974198745330464
8_2_2,3_1,-0.698286691706968
3_1_1,3_1,-0.6987376256315365
7_3,6_3_2,-0.7029107809432523
8_1_2_1,3_3,-0.7056181510118563
6_3_1,4_2_2,-0.7071945596487181
5_2_3,3_1,-0.7087627010490816
5_2_3,3_1_4,-0.7161667772137538
3_1_4,3_1_1,-0.7166697266131495
4_2,2_1_4,-0.7176170134629881
6_3_2,2_1_4,-0.7193137452045729
8_1_2_2,6_3_1,-0.7193415929227754
8_2_2,8_1_1_3,-0.7198648299867513
8_2_2,8_2_1_4,-0.7199894462169674
6_3_1,2_3,-0.7226025137352283
5_3,3_3,-0.726537664814538
8,6_3_1,-0.7270827072919683
8_1_2_2,2_1_4_1,-0.727468139639674
8_3_1,4,-0.7284465467707204
8_1,6_3_1,-0.7289591070950189
8_3_2,5_1,-0.7295650039559479
8_1_2_1,4_2,-0.7341334840593643
4_2,2_1_4_3,-0.7342574781865054
8_3_2,3_1_4,-0.7361125832006005
8_1_2,2_1_4_1,-0.7361733882988324
8_3_2,8_2_1_4,-0.7370662183296127
8_1_1_3,4,-0.7371863159222775
6_3_2,2_1_4_3,-0.738617079307695
3_3,2_1_4_1,-0.739418014332221
3_1,2_2,-0.7428982811054784
6_3_2,5,-0.7435420907982833
8_3_2,8_1_1_3,-0.7436986704049192
8_1_1,6_3_1,-0.7444454726343371
8_2_1,6_3_1,-0.744522742306729
6_3_1,4_2_1,-0.7445328420460765
6_3_2,5_3_2,-0.7447204815494761
8,2_1_4_1,-0.74507292994362
8_1,2_1_4_1,-0.7452063113329368
3_1,2_2_3,-0.7465844913097793
2,1,-0.7469821513056636
4_2_2,2_1_4_1,-0.7487000986466911
8_1_2_1,1,-0.7489947159494351
2_3,2_1_4_1,-0.7521262905402323
8_3_2,3_1,-0.7536884460397697
8_1_2,6_3_1,-0.7544524753557382
2_1_4_1,1,-0.7560913505021695
8_1_2_2,2_1_4,-0.7569020942142493
3_1_4,2_2,-0.7584503227722434
8_1_2_3,6_3_1,-0.758611311344537
4_2,3_1_4,-0.7603900022523903
8_1_2_3,2_1_4_1,-0.7615403052164366
3_1_4,2_2_3,-0.7620801191042503
8_1_2,2_1_4,-0.7625962430293542
4_2_1,2_1_4_1,-0.7638698350527702
8_2_1,2_1_4_1,-0.7639437964573987
5_3_1,3_3,-0.7641943918380416
8_1_1,2_1_4_1,-0.7642093747293228
3_3,2_1_4,-0.7645937502689023
8_3_1,4_2,-0.7647843612044182
8_1_2_1,8_1_2,-0.766731434597687
8_2_2,5_1,-0.7682067686705403
8_3_1,5_2_3,-0.7696838721517734
8_1_2_1,6_3_2,-0.7704000826053057
5_3,1,-0.7716869547097083
8_1,2_1_4,-0.7719135469158488
8_1_2_2,8_1_2_1,-0.77247085739631
7_3,5_2_3,-0.7730991161201486
6_3_2,2_1,-0.7733208080810574
8,2_1_4,-0.7743677466839722
6_3_2,5_3_1,-0.7744112262760651
7_2,6_3_2,-0.7755380463831356
8_1_2_2,2_1_4_3,-0.7757851181725838
7,6_3_2,-0.7773694331988872
4_2_2,2_1_4,-0.7773789465918177
4_2,3_1,-0.779510903870577
6_3_1,5_2,-0.7802999359391475
2_3,2_1_4,-0.7809310236834958
8_1_2,2_1_4_3,-0.7812522823117798
7_2,5_2_3,-0.7814892374098947
7,5_2_3,-0.7818366720697043
2,month,-0.7823399476233042
2_1_4,1,-0.7823778785396512
3_3,2_1_4_3,-0.7831194968929758
4_2,2_1_3,-0.7839253360950661
8_1_2_1,5_2_3,-0.7840094940959511
5_3_2,5_2_3,-0.7874793802799949
8_1,2_1_4_3,-0.7894820921918103
8_1_2_3,2_1_4,-0.7897866777538577
8_1_2_1,8_1,-0.7908908316535057
8_3,8_1_2_2,-0.7921002369202362
8_1_2_1,8,-0.7922391450211262
8,2_1_4_3,-0.7926166167135109
4_2_1,2_1_4,-0.7928051882106123
8_2_1,2_1_4,-0.7928744835131497
8_1_1,2_1_4,-0.7931162231904137
8_3,4_2_2,-0.7936818085846484
8_3_2,1_1,-0.7937348022789622
8_1_2_1,4_2_2,-0.7945713627314744
5_2_3,1_1,-0.7948878287365947
4_2_2,2_1_4_3,-0.7950878370368901
8_3,8_1,-0.7961088804057982
5_3,4_2,-0.7969828108345979
8_3,5_2_3,-0.7982078259078128
2_3,2_1_4_3,-0.7982455860238463
5_3,month,-0.7983054194426968
6_3_2,1_1,-0.7991050509626237
8_3,2_3,-0.8002717316128605
8_1_2_1,month,-0.8006158436785331
8_3,8_1_2,-0.8009097707059035
2_1_4_3,1,-0.8015038675451104
8_3,8,-0.802286221000418
8_1_2,5_3,-0.8033348193495603
8_1_2_3,8_1_2_1,-0.8037427351384161
5_3_1,month,-0.8042920521510785
8_2_1_4,5_2_3,-0.8058139056443644
8_1_2_1,2_3,-0.8065613446161488
6_3_1,3_3,-0.8071497621975028
8_1_2_3,2_1_4_3,-0.8077962328239658
8_1_2_2,5_3,-0.8085895621986058
8_1_2_1,4_2_1,-0.8096365179728364
8_2_1,8_1_2_1,-0.8097991875135012
8_1_2_1,8_1_1,-0.8101104028407051
8_1_1_3,4_2,-0.8104751807594535
4_2_1,2_1_4_3,-0.8105767938366002
8_2_1,2_1_4_3,-0.8106396977584651
8_1_1,2_1_4_3,-0.8108636769083055
4_2,2_1,-0.8128767631140813
6_3_2,2_1_3,-0.8131214118300782
8_1_1_3,5_2_3,-0.8131684617590812
8_2_2,1_1,-0.8154057313815425
6_3_1,1,-0.8155697764524885
