,,0
139957,139798,0.9999999997657092
141414,141226,0.9999999997642
140535,140515,0.9999999997607572
140483,140459,0.9999999997601888
141437,141249,0.999999999758206
141416,141228,0.9999999997540502
139947,139777,0.9999999997513996
140178,138954,0.9999999997490968
139963,139803,0.9999999997486608
141787,141756,0.9999999997482618
140013,139846,0.9999999997470376
141713,141523,0.9999999997463632
110128,57470,0.9999999997450256
139625,139600,0.9999999997429762
70594,63321,0.9999999997425022
141651,141464,0.999999999741928
140563,140529,0.9999999997378116
140146,140039,0.9999999997352907
141388,141200,0.9999999997349994
140206,140044,0.99999999973492
140176,138950,0.999999999734664
139644,139608,0.999999999731898
111001,57499,0.9999999997302688
141799,141762,0.999999999728014
110870,57407,0.999999999727202
139964,139804,0.9999999997234283
110918,57434,0.9999999997223088
110962,57468,0.9999999997216752
139654,139613,0.9999999997214508
70589,63314,0.9999999997188252
110738,57151,0.9999999997096656
140503,140469,0.9999999997047004
140545,140520,0.9999999997022258
139944,138984,0.9999999997014842
141710,141520,0.99999999969964
141387,141199,0.9999999996990075
141777,141751,0.9999999996982768
70587,63331,0.999999999698196
140495,140465,0.9999999996969996
141428,141240,0.9999999996959036
139642,139607,0.9999999996958508
140539,140517,0.9999999996953252
141417,141229,0.9999999996953168
140543,140519,0.9999999996945964
141433,141245,0.9999999996873136
110882,57201,0.9999999996826646
110867,57199,0.9999999996821912
70588,63323,0.9999999996819372
141446,141258,0.9999999996809918
110978,57480,0.999999999678717
139960,139800,0.9999999996758816
139979,139819,0.9999999996717566
141419,141231,0.9999999996689368
110855,57396,0.999999999667264
140551,140523,0.9999999996668704
141403,141215,0.9999999996649216
141449,141261,0.9999999996630382
140129,138897,0.999999999662037
139635,139604,0.9999999996593396
110936,57452,0.9999999996578016
141722,141533,0.9999999996468746
140001,139839,0.9999999996435088
140485,140460,0.9999999996377678
110786,57169,0.9999999996376924
140177,138869,0.99999999963749
140505,140470,0.9999999996355684
141447,141259,0.9999999996323722
139629,139602,0.999999999627441
70583,63316,0.999999999625762
110909,57426,0.9999999996221822
141771,141748,0.9999999996216128
140199,139753,0.9999999996182968
70590,63322,0.9999999996157136
140479,140457,0.9999999996150208
110975,57478,0.9999999996099732
70595,63324,0.9999999996055386
141431,141243,0.999999999605193
141650,141463,0.999999999604844
139996,139834,0.9999999996045712
70586,63299,0.9999999996041656
110998,57497,0.999999999595346
70598,63297,0.9999999995944016
141668,141480,0.9999999995903676
140188,138960,0.9999999995891424
110972,57476,0.9999999995835932
141674,141486,0.9999999995810848
110873,57409,0.9999999995704322
110789,57171,0.9999999995703184
140007,139842,0.9999999995683
140159,138917,0.9999999995648996
139983,139823,0.9999999995612054
141679,141491,0.9999999995593776
70593,63307,0.9999999995512108
140144,139029,0.9999999995436528
139946,138986,0.9999999995391792
141706,141516,0.999999999537207
110795,57378,0.999999999535785
139989,139829,0.9999999995338772
110981,57486,0.9999999995325284
70599,63310,0.999999999527822
141425,141237,0.9999999995273028
141385,141197,0.9999999995218408
141653,141466,0.9999999995204985
141418,141230,0.999999999516988
141400,141212,0.999999999511321
141408,141220,0.999999999501314
110876,57411,0.9999999995004272
140493,140464,0.9999999995002092
139980,139820,0.99999999949898
140549,140522,0.9999999994969422
