,index_id1,index_id2,value,index_name1,year_period1,type1,sub_type1,value_ontology1,dispersion1,index_name2,year_period2,type2,sub_type2,value_ontology2,dispersion2
15747,149698,141243.0,0.5229992008686472,每万人住宿和餐饮业个体工商户数量（大类）,t,行业（个体工商户）,住宿和餐饮业,ValueOntology.QUANTITY_PER_CAPITA,0.5216475751986078,本年度新增注册互联网和相关服务企业数量,t,行业（企业）,信息传输、软件和信息技术服务业,ValueOntology.DIFF_QUANTITY,0.902205585887703
15749,139022,141243.0,0.6744407353951067,注册3-5年个体工商户数量,t,行业（个体工商户）,注册年限,ValueOntology.QUANTITY,0.6004073986523225,本年度新增注册互联网和相关服务企业数量,t,行业（企业）,信息传输、软件和信息技术服务业,ValueOntology.DIFF_QUANTITY,0.902205585887703
15755,149706,140120.0,0.5192698874268571,每万人货币金融服务个体工商户数量,t,行业（个体工商户）,金融业,ValueOntology.QUANTITY_PER_CAPITA,1.2745333440164348,本年度注销新闻和出版业企业数量占比,t,行业（企业）,文化、体育和娱乐业,ValueOntology.PERCENTAGE,1.5226032525614603
15791,138987,140239.0,0.5637393609625344,纺织业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY,0.8871955054385274,本年度吊销橡胶和塑料制品业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,1.1906880911475703
15822,139527,138974.0,0.519917167669539,纺织业个体工商户数量占比,t,行业（个体工商户）,制造业,ValueOntology.PERCENTAGE,0.7715490245249765,本年度吊销纺织业企业数量,t,行业（企业）,制造业,ValueOntology.QUANTITY,1.232707049400816
15910,139820,113607.0,0.5188698392811473,电气机械和器材制造业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY,0.8674011921160828,近2年计算机、通信和其他电子设备制造业企业数量增长,t,行业（企业）,制造业,ValueOntology.DIFF_QUANTITY,1.883034764392167
15920,149655,113607.0,0.5197421332174247,每万人造纸和纸制品业个体工商户数量,t,行业（个体工商户）,制造业,ValueOntology.QUANTITY_PER_CAPITA,0.9287334705341912,近2年计算机、通信和其他电子设备制造业企业数量增长,t,行业（企业）,制造业,ValueOntology.DIFF_QUANTITY,1.883034764392167
15924,139980,113607.0,0.5188706474379753,电气机械和器材制造业个体工商户数量全国占比,t,行业（个体工商户）,制造业,ValueOntology.PROPORTION_OF_NATION,0.8674024912032732,近2年计算机、通信和其他电子设备制造业企业数量增长,t,行业（企业）,制造业,ValueOntology.DIFF_QUANTITY,1.883034764392167
15927,111719,113607.0,0.5131351811822428,近2年自行车专卖店相关兴趣点数量增长,t,POI,近2年兴趣点数量增长,ValueOntology.DIFF_QUANTITY,0.5550247014325957,近2年计算机、通信和其他电子设备制造业企业数量增长,t,行业（企业）,制造业,ValueOntology.DIFF_QUANTITY,1.883034764392167
15930,141463,113607.0,0.516135913668527,本年度新增注册农业个体工商户数量,t,行业（个体工商户）,农、林、牧、渔业,ValueOntology.DIFF_QUANTITY,1.0516375993541178,近2年计算机、通信和其他电子设备制造业企业数量增长,t,行业（企业）,制造业,ValueOntology.DIFF_QUANTITY,1.883034764392167
16000,107528,141263.0,0.5012322769862091,每万人乒乓球馆相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.619548188262875,本年度新增注册新闻和出版业企业数量,t,行业（企业）,文化、体育和娱乐业,ValueOntology.DIFF_QUANTITY,1.3948925843458897
16005,111339,141357.0,0.5188068621968271,近2年江苏菜餐厅相关兴趣点数量增长,t,POI,近2年兴趣点数量增长,ValueOntology.DIFF_QUANTITY,1.7127361428106858,本年度新增注册新闻和出版业企业数量占比,t,行业（企业）,文化、体育和娱乐业,ValueOntology.PERCENTAGE,1.3424504672002846
16073,140197,71735.0,0.5224466748514671,本年度注销商务服务业企业数量全国占比,t,行业（企业）,租赁和商务服务业,ValueOntology.PROPORTION_OF_NATION,0.5346876158084589,租赁和商务服务业企业数量（大类）（上市）,t,行业（上市企业）,租赁和商务服务业（上市）,ValueOntology.QUANTITY,0.9554434788323514
16074,140557,71735.0,0.5124342184348223,本年度注销租赁和商务服务业企业数量全国占比（大类）,t,行业（企业）,租赁和商务服务业,ValueOntology.PROPORTION_OF_NATION,0.5211254495756089,租赁和商务服务业企业数量（大类）（上市）,t,行业（上市企业）,租赁和商务服务业（上市）,ValueOntology.QUANTITY,0.9554434788323514
16075,110909,71735.0,0.530084216434391,住宿业企业数量全国占比,t,行业（企业）,住宿和餐饮业,ValueOntology.PROPORTION_OF_NATION,0.5022429771682323,租赁和商务服务业企业数量（大类）（上市）,t,行业（上市企业）,租赁和商务服务业（上市）,ValueOntology.QUANTITY,0.9554434788323514
16076,149879,71735.0,0.5191586861506347,【养老】类热点影响力（年度）（万人次）,t,舆情,网络口碑,ValueOntology.QUANTITY,0.6474565243993222,租赁和商务服务业企业数量（大类）（上市）,t,行业（上市企业）,租赁和商务服务业（上市）,ValueOntology.QUANTITY,0.9554434788323514
16077,107355,71735.0,0.5058215111200167,每万人汽车充电站相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.6216534361312576,租赁和商务服务业企业数量（大类）（上市）,t,行业（上市企业）,租赁和商务服务业（上市）,ValueOntology.QUANTITY,0.9554434788323514
16078,107418,71735.0,0.6143516384357126,每万人必胜客餐厅相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.5144580826279523,租赁和商务服务业企业数量（大类）（上市）,t,行业（上市企业）,租赁和商务服务业（上市）,ValueOntology.QUANTITY,0.9554434788323514
16082,140526,71735.0,0.5124338491385305,本年度注销租赁和商务服务业企业数量（大类）,t,行业（企业）,租赁和商务服务业,ValueOntology.QUANTITY,0.5211254953666725,租赁和商务服务业企业数量（大类）（上市）,t,行业（上市企业）,租赁和商务服务业（上市）,ValueOntology.QUANTITY,0.9554434788323514
16088,149874,71735.0,0.519088717337025,【养老】类总议论数（年度）,t,舆情,网络口碑,ValueOntology.QUANTITY,0.6469071212624816,租赁和商务服务业企业数量（大类）（上市）,t,行业（上市企业）,租赁和商务服务业（上市）,ValueOntology.QUANTITY,0.9554434788323514
16090,138968,71735.0,0.522447035734496,本年度注销商务服务业企业数量,t,行业（企业）,租赁和商务服务业,ValueOntology.QUANTITY,0.534687685792523,租赁和商务服务业企业数量（大类）（上市）,t,行业（上市企业）,租赁和商务服务业（上市）,ValueOntology.QUANTITY,0.9554434788323514
16094,56452,71735.0,0.6172924736101567,餐饮服务；快餐厅；必胜客；此类数据总个数,f,POI,餐饮服务,ValueOntology.QUANTITY,0.5144777125019026,租赁和商务服务业企业数量（大类）（上市）,t,行业（上市企业）,租赁和商务服务业（上市）,ValueOntology.QUANTITY,0.9554434788323514
16096,111507,71735.0,0.5640206280810394,近2年星巴克咖啡相关兴趣点数量增长,t,POI,近2年兴趣点数量增长,ValueOntology.DIFF_QUANTITY,0.7494661658271135,租赁和商务服务业企业数量（大类）（上市）,t,行业（上市企业）,租赁和商务服务业（上市）,ValueOntology.QUANTITY,0.9554434788323514
16100,56180,71735.0,0.5071592254980867,汽车服务；充电站；此类数据总个数,f,POI,汽车服务,ValueOntology.QUANTITY,0.6606915514412455,租赁和商务服务业企业数量（大类）（上市）,t,行业（上市企业）,租赁和商务服务业（上市）,ValueOntology.QUANTITY,0.9554434788323514
16104,71841,57355.0,0.6856441364548967,租赁和商务服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,租赁和商务服务业（上市）,ValueOntology.PROPORTION_OF_NATION,0.9554433767733064,注册资本5000万以上企业数量,t,行业（企业）,注册资本,ValueOntology.QUANTITY,0.5627704149863378
16117,107355,57355.0,0.5261065784132936,每万人汽车充电站相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.6216534361312576,注册资本5000万以上企业数量,t,行业（企业）,注册资本,ValueOntology.QUANTITY,0.5627704149863378
16118,107418,57355.0,0.5815161429252028,每万人必胜客餐厅相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.5144580826279523,注册资本5000万以上企业数量,t,行业（企业）,注册资本,ValueOntology.QUANTITY,0.5627704149863378
16124,71842,57355.0,0.6807079177537092,商务服务业企业数量（上市）,t,行业（上市企业）,租赁和商务服务业（上市）,ValueOntology.QUANTITY,0.9709203413537072,注册资本5000万以上企业数量,t,行业（企业）,注册资本,ValueOntology.QUANTITY,0.5627704149863378
16129,71884,57355.0,0.5201624841180024,上市5-10年企业数量（上市）,t,行业（上市企业）,注册年限（上市）,ValueOntology.QUANTITY,0.7575114943516545,注册资本5000万以上企业数量,t,行业（企业）,注册资本,ValueOntology.QUANTITY,0.5627704149863378
16133,71892,57355.0,0.5103807499623109,注册资本1000-5000万企业数量（上市）,t,行业（上市企业）,注册资本（上市）,ValueOntology.QUANTITY,0.7959815319557991,注册资本5000万以上企业数量,t,行业（企业）,注册资本,ValueOntology.QUANTITY,0.5627704149863378
16145,56452,57355.0,0.5833795151363913,餐饮服务；快餐厅；必胜客；此类数据总个数,f,POI,餐饮服务,ValueOntology.QUANTITY,0.5144777125019026,注册资本5000万以上企业数量,t,行业（企业）,注册资本,ValueOntology.QUANTITY,0.5627704149863378
16147,71878,57355.0,0.5275360837355924,本地注册企业数量（上市）,t,行业（上市企业）,总量（上市）,ValueOntology.QUANTITY,0.6689564260295227,注册资本5000万以上企业数量,t,行业（企业）,注册资本,ValueOntology.QUANTITY,0.5627704149863378
16152,71735,57355.0,0.6856441534667894,租赁和商务服务业企业数量（大类）（上市）,t,行业（上市企业）,租赁和商务服务业（上市）,ValueOntology.QUANTITY,0.9554434788323514,注册资本5000万以上企业数量,t,行业（企业）,注册资本,ValueOntology.QUANTITY,0.5627704149863378
16153,112402,57355.0,0.5410792386322109,近2年专用停车场相关兴趣点数量增长,t,POI,近2年兴趣点数量增长,ValueOntology.DIFF_QUANTITY,0.6555013291936581,注册资本5000万以上企业数量,t,行业（企业）,注册资本,ValueOntology.QUANTITY,0.5627704149863378
16264,140559,71739.0,0.5575694361194748,本年度注销科学研究和技术服务业企业数量全国占比（大类）,t,行业（企业）,科学研究和技术服务业,ValueOntology.PROPORTION_OF_NATION,0.6053325150544634,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16265,140499,71739.0,0.5249792300701114,本年度新增注册科学研究和技术服务业企业数量全国占比（大类）,t,行业（企业）,科学研究和技术服务业,ValueOntology.PROPORTION_OF_NATION,0.6020133619671408,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16266,110948,71739.0,0.5054887574493088,科技推广和应用服务业企业数量全国占比,t,行业（企业）,科学研究和技术服务业,ValueOntology.PROPORTION_OF_NATION,0.6825702751507948,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16267,141441,71739.0,0.5594251396383998,本年度新增注册科技推广和应用服务业企业数量全国占比,t,行业（企业）,科学研究和技术服务业,ValueOntology.PROPORTION_OF_NATION,0.6955303504187587,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16268,110945,71739.0,0.5365042476928176,专业技术服务业企业数量全国占比,t,行业（企业）,科学研究和技术服务业,ValueOntology.PROPORTION_OF_NATION,0.5346749038165111,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16269,107522,71739.0,0.5598645113932487,每万人网球场相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.7236781846289824,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16270,107403,71739.0,0.5533958829732322,每万人意式菜品餐厅相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.599332532822011,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16271,107355,71739.0,0.681879815424982,每万人汽车充电站相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.6216534361312576,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16272,107589,71739.0,0.5510836499394101,每万人产业园区相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.6883898917580766,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16273,107332,71739.0,0.6322182090329249,每万人科学研究和技术服务业企业数量（大类）,t,行业（企业）,科学研究和技术服务业,ValueOntology.QUANTITY_PER_CAPITA,0.7237696703334705,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16275,140560,71739.0,0.5990814059032058,本年度注销科学研究和技术服务业企业数量占比（大类）,t,行业（企业）,科学研究和技术服务业,ValueOntology.PERCENTAGE,0.5567414410765931,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16277,107722,71739.0,0.501710030950745,每万人专业技术服务业企业数量,t,行业（企业）,科学研究和技术服务业,ValueOntology.QUANTITY_PER_CAPITA,0.5249503851641342,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16279,140500,71739.0,0.5281938844140817,本年度新增注册科学研究和技术服务业企业数量占比（大类）,t,行业（企业）,科学研究和技术服务业,ValueOntology.PERCENTAGE,0.5464536626741705,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16283,140467,71739.0,0.5249791658111267,本年度新增注册科学研究和技术服务业企业数量（大类）,t,行业（企业）,科学研究和技术服务业,ValueOntology.DIFF_QUANTITY,0.6020133658762343,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16284,141253,71739.0,0.5594249821421419,本年度新增注册科技推广和应用服务业企业数量,t,行业（企业）,科学研究和技术服务业,ValueOntology.DIFF_QUANTITY,0.6955305490800342,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16285,140527,71739.0,0.5575693426108347,本年度注销科学研究和技术服务业企业数量（大类）,t,行业（企业）,科学研究和技术服务业,ValueOntology.QUANTITY,0.605332593623745,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16286,140620,71739.0,0.6682079144060834,本年度吊销科学研究和技术服务业企业数量占比（大类）,t,行业（企业）,科学研究和技术服务业,ValueOntology.PERCENTAGE,0.680591076051978,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16288,149822,71739.0,0.5260210598772698,本市拥有优质大学(全国百强)总评分,t,配套,优质大学,ValueOntology.SCORE,1.1359344052070748,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16290,111658,71739.0,-0.5093778479277508,近2年文化用品店相关兴趣点数量增长,t,POI,近2年兴趣点数量增长,ValueOntology.DIFF_QUANTITY,0.6261885789274165,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16292,149844,71739.0,0.506355182503495,本市拥有优质医院(全国百强)总评分,t,配套,优质医院,ValueOntology.SCORE,1.3995436500638587,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16293,40,71739.0,0.6586942313735799,高新技术企业数量,t,经济,,ValueOntology.QUANTITY,0.6779556307659229,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16294,42583,71739.0,0.5546411788723709,商务住宅；产业园区；此类数据总个数,f,POI,商务住宅,ValueOntology.QUANTITY,0.685882835572532,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16296,56180,71739.0,0.6835674049729931,汽车服务；充电站；此类数据总个数,f,POI,汽车服务,ValueOntology.QUANTITY,0.6606915514412455,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16297,56590,71739.0,0.5177543313078979,体育休闲服务；运动场馆；网球场；此类数据总个数,f,POI,体育休闲服务,ValueOntology.QUANTITY,0.700466248202258,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16299,56438,71739.0,0.5563512719317129,餐饮服务；外国餐厅；意式菜品餐厅；此类数据总个数,f,POI,餐饮服务,ValueOntology.QUANTITY,0.598501945074662,科学研究和技术服务业企业数量（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.QUANTITY,1.0937242405613512
16301,140559,71740.0,0.5575692433938453,本年度注销科学研究和技术服务业企业数量全国占比（大类）,t,行业（企业）,科学研究和技术服务业,ValueOntology.PROPORTION_OF_NATION,0.6053325150544634,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16302,140499,71740.0,0.5249791773553458,本年度新增注册科学研究和技术服务业企业数量全国占比（大类）,t,行业（企业）,科学研究和技术服务业,ValueOntology.PROPORTION_OF_NATION,0.6020133619671408,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16303,110948,71740.0,0.5054888046314884,科技推广和应用服务业企业数量全国占比,t,行业（企业）,科学研究和技术服务业,ValueOntology.PROPORTION_OF_NATION,0.6825702751507948,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16304,141441,71740.0,0.5594253869687702,本年度新增注册科技推广和应用服务业企业数量全国占比,t,行业（企业）,科学研究和技术服务业,ValueOntology.PROPORTION_OF_NATION,0.6955303504187587,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16305,110945,71740.0,0.5365040265989004,专业技术服务业企业数量全国占比,t,行业（企业）,科学研究和技术服务业,ValueOntology.PROPORTION_OF_NATION,0.5346749038165111,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16306,107522,71740.0,0.5598645677295232,每万人网球场相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.7236781846289824,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16307,107403,71740.0,0.5533956725552461,每万人意式菜品餐厅相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.599332532822011,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16308,107355,71740.0,0.6818796291344721,每万人汽车充电站相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.6216534361312576,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16309,107589,71740.0,0.5510834192920177,每万人产业园区相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.6883898917580766,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16310,107332,71740.0,0.6322179590180532,每万人科学研究和技术服务业企业数量（大类）,t,行业（企业）,科学研究和技术服务业,ValueOntology.QUANTITY_PER_CAPITA,0.7237696703334705,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16312,140560,71740.0,0.5990811680274143,本年度注销科学研究和技术服务业企业数量占比（大类）,t,行业（企业）,科学研究和技术服务业,ValueOntology.PERCENTAGE,0.5567414410765931,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16314,107722,71740.0,0.5017098643630454,每万人专业技术服务业企业数量,t,行业（企业）,科学研究和技术服务业,ValueOntology.QUANTITY_PER_CAPITA,0.5249503851641342,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16316,140500,71740.0,0.5281936374553777,本年度新增注册科学研究和技术服务业企业数量占比（大类）,t,行业（企业）,科学研究和技术服务业,ValueOntology.PERCENTAGE,0.5464536626741705,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16320,140467,71740.0,0.524979113096269,本年度新增注册科学研究和技术服务业企业数量（大类）,t,行业（企业）,科学研究和技术服务业,ValueOntology.DIFF_QUANTITY,0.6020133658762343,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16321,141253,71740.0,0.5594252294725003,本年度新增注册科技推广和应用服务业企业数量,t,行业（企业）,科学研究和技术服务业,ValueOntology.DIFF_QUANTITY,0.6955305490800342,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16322,140527,71740.0,0.557569149884879,本年度注销科学研究和技术服务业企业数量（大类）,t,行业（企业）,科学研究和技术服务业,ValueOntology.QUANTITY,0.605332593623745,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16323,140620,71740.0,0.6682078431501923,本年度吊销科学研究和技术服务业企业数量占比（大类）,t,行业（企业）,科学研究和技术服务业,ValueOntology.PERCENTAGE,0.680591076051978,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16325,149822,71740.0,0.5260208229612253,本市拥有优质大学(全国百强)总评分,t,配套,优质大学,ValueOntology.SCORE,1.1359344052070748,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16327,111658,71740.0,-0.5093776719765508,近2年文化用品店相关兴趣点数量增长,t,POI,近2年兴趣点数量增长,ValueOntology.DIFF_QUANTITY,0.6261885789274165,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16329,149844,71740.0,0.5063548305152784,本市拥有优质医院(全国百强)总评分,t,配套,优质医院,ValueOntology.SCORE,1.3995436500638587,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16330,40,71740.0,0.6586942375833619,高新技术企业数量,t,经济,,ValueOntology.QUANTITY,0.6779556307659229,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16331,42583,71740.0,0.5546409492748172,商务住宅；产业园区；此类数据总个数,f,POI,商务住宅,ValueOntology.QUANTITY,0.685882835572532,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16333,56180,71740.0,0.6835672195067791,汽车服务；充电站；此类数据总个数,f,POI,汽车服务,ValueOntology.QUANTITY,0.6606915514412455,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16334,56590,71740.0,0.5177544186690762,体育休闲服务；运动场馆；网球场；此类数据总个数,f,POI,体育休闲服务,ValueOntology.QUANTITY,0.700466248202258,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16336,56438,71740.0,0.5563510644559622,餐饮服务；外国餐厅；意式菜品餐厅；此类数据总个数,f,POI,餐饮服务,ValueOntology.QUANTITY,0.598501945074662,科学研究和技术服务业企业数量全国占比（大类）（上市）,t,行业（上市企业）,科学研究和技术服务业（上市）,ValueOntology.PROPORTION_OF_NATION,1.093724269719064
16344,107421,71678.0,0.51475154905886,每万人星巴克咖啡相关兴趣点数量,f,POI,平均每万人相关兴趣点数,ValueOntology.QUANTITY_PER_CAPITA,0.6828716390743287,批发和零售业企业数量（大类）（上市）,t,行业（上市企业）,批发和零售业（上市）,ValueOntology.QUANTITY,0.9732496686074644
16351,140426,139919.0,0.5265034465569239,本年度吊销软件和信息技术服务业企业数量全国占比,t,行业（企业）,信息传输、软件和信息技术服务业,ValueOntology.PROPORTION_OF_NATION,1.0740382092568224,货币金融服务个体工商户数量占比,t,行业（个体工商户）,金融业,ValueOntology.PERCENTAGE,1.244940278929925
16353,107697,139919.0,-0.5153501829073628,每万人批发业企业数量,t,行业（企业）,批发和零售业,ValueOntology.QUANTITY_PER_CAPITA,0.5155887056701823,货币金融服务个体工商户数量占比,t,行业（个体工商户）,金融业,ValueOntology.PERCENTAGE,1.244940278929925
16356,140260,139919.0,0.5265036441683221,本年度吊销软件和信息技术服务业企业数量,t,行业（企业）,信息传输、软件和信息技术服务业,ValueOntology.QUANTITY,1.0740376648731718,货币金融服务个体工商户数量占比,t,行业（个体工商户）,金融业,ValueOntology.PERCENTAGE,1.244940278929925
16357,140426,140008.0,0.5256963281760412,本年度吊销软件和信息技术服务业企业数量全国占比,t,行业（企业）,信息传输、软件和信息技术服务业,ValueOntology.PROPORTION_OF_NATION,1.0740382092568224,货币金融服务个体工商户数量全国占比,t,行业（个体工商户）,金融业,ValueOntology.PROPORTION_OF_NATION,1.3410710329478677
