frp,lat,lon,grid,occurred_time
1.3,24.166681,80.697055,3667758,2022-07-09
2.37,23.169861,82.343995,4503734,2022-07-09
3.02,23.163306,82.342232,4503734,2022-07-09
5.08,23.165987,82.342232,4503734,2022-07-09
0.49,50.116402,117.949022,22645946,2022-07-09
0.92,52.612769,103.901977,15492420,2022-07-09
0.93,46.960181,114.840999,21062013,2022-07-09
0.88,49.09671,105.584053,16344727,2022-07-09
0.32,49.597963,100.195234,13603967,2022-07-09
0.55,46.557791,114.234598,20751896,2022-07-09
1.5,50.35196,83.496677,5093682,2022-07-09
2.05,49.642831,83.577712,5137899,2022-07-09
3.57,29.796796,107.051509,17090073,2022-07-09
4.27,29.784028,107.044364,17090072,2022-07-09
3.25,29.7778,107.0375,17084534,2022-07-09
3.02,29.778336,107.035793,17084534,2022-07-09
6.42,29.587501,107.535545,17339215,2022-07-09
1.41,28.628803,117.385632,22355630,2022-07-09
2.14,28.646214,115.999688,21652433,2022-07-09
2.13,28.33318,117.220018,22272542,2022-07-09
2.13,28.332574,117.224624,22272542,2022-07-09
0.59,27.853584,114.755467,21015590,2022-07-09
1.64,27.779836,114.920253,21098637,2022-07-09
1.05,27.779161,114.926078,21104174,2022-07-09
1.05,27.778487,114.931875,21104173,2022-07-09
0.98,27.406107,116.675061,21995589,2022-07-09
2.84,27.810394,112.905381,20074295,2022-07-09
1.18,27.627329,113.722456,20489550,2022-07-09
0.86,27.624696,113.720064,20489549,2022-07-09
1.51,27.833099,111.17726,19193915,2022-07-09
2.87,26.788357,119.723465,23545880,2022-07-09
2.4,27.746542,111.955106,19592569,2022-07-09
2.83,27.745488,111.966623,19598106,2022-07-09
1.84,26.966882,118.413769,22881460,2022-07-09
1.57,26.76508,119.742697,23556952,2022-07-09
1.63,27.707195,111.855865,19537195,2022-07-09
3.58,26.729243,119.641401,23507115,2022-07-09
2.46,27.707238,111.860396,19542732,2022-07-09
1.81,27.064243,115.746297,21519369,2022-07-09
1.83,26.500034,119.650895,23512626,2022-07-09
1.14,27.717402,109.141842,18158483,2022-07-09
1.66,26.482773,119.675227,23523698,2022-07-09
1.7,27.399466,111.990936,19609141,2022-07-09
1.89,27.130981,111.49702,19354409,2022-07-09
1.47,27.236336,108.770745,17970171,2022-07-09
0.99,27.235795,108.773595,17970171,2022-07-09
2.09,25.736947,119.596961,23484856,2022-07-09
1.69,26.578531,112.606,19919122,2022-07-09
0.66,26.023213,117.161943,22244600,2022-07-09
1.14,26.002436,117.325449,22327653,2022-07-09
0.61,26.6834,110.67429,18939085,2022-07-09
0.67,25.691789,117.715061,22521413,2022-07-09
1.59,25.840164,115.886678,21591214,2022-07-09
2.17,26.616035,107.243762,17189385,2022-07-09
1.66,25.81289,115.471795,21380805,2022-07-09
2.3,26.612477,107.241311,17189385,2022-07-09
0.5,26.507792,107.577147,17361020,2022-07-09
1.5,25.951312,113.072789,20157143,2022-07-09
1.43,25.351683,117.376389,22349728,2022-07-09
1.43,25.351118,117.380545,22355265,2022-07-09
4.2,25.396506,116.646964,21978754,2022-07-09
1.73,25.23871,117.164161,22244513,2022-07-09
3.28,25.452091,114.896311,21087304,2022-07-09
3.67,25.454981,114.894842,21087304,2022-07-09
0.93,25.144609,117.162876,22244502,2022-07-09
2.33,25.179984,116.728082,22023026,2022-07-09
1.59,25.053272,117.093434,22205733,2022-07-09
0.88,25.050996,117.084373,22200196,2022-07-09
1.43,25.633152,110.660234,18927894,2022-07-09
1.43,25.632858,110.663442,18933431,2022-07-09
0.43,24.59646,118.589439,22969788,2022-07-09
1.45,24.82204,117.018975,22166948,2022-07-09
1.14,24.222154,120.492475,23938722,2022-07-09
1.8,24.549051,116.164091,21735032,2022-07-09
3.07,24.264865,113.420749,20334139,2022-07-09
1.73,24.253303,113.410714,20328601,2022-07-09
1.73,24.249124,113.410193,20328601,2022-07-09
0.8,24.421153,109.68786,18434966,2022-07-09
1.17,24.391385,109.38395,18279926,2022-07-09
1.17,24.385985,109.383309,18279926,2022-07-09
1.17,24.385649,109.387114,18279926,2022-07-09
1.75,24.38024,109.386453,18279925,2022-07-09
1.75,24.375167,109.382026,18279925,2022-07-09
2.47,23.718191,114.236068,20749353,2022-07-09
2.04,22.54655,120.364415,23872091,2022-07-09
2.94,22.544466,120.356145,23866554,2022-07-09
2.04,22.543208,120.363774,23872091,2022-07-09
4.07,22.541758,120.35169,23866554,2022-07-09
3.05,22.540501,120.359319,23872090,2022-07-09
4.07,22.537794,120.354873,23866553,2022-07-09
3.33,22.533829,120.358047,23872090,2022-07-09
0.82,22.525908,120.364404,23872089,2022-07-09
0.54,23.883793,109.589256,18385073,2022-07-09
0.66,23.884922,109.589096,18385073,2022-07-09
2.6,23.334258,113.151255,20201148,2022-07-09
2.24,23.496072,110.499735,18850138,2022-07-09
2.84,23.495683,110.499346,18850138,2022-07-09
1.19,23.243556,111.57961,19398273,2022-07-09
1.19,23.238895,111.57926,19398272,2022-07-09
1.68,23.053051,112.002507,19614194,2022-07-09
1.48,23.14265,109.360183,18268713,2022-07-09
1.41,22.763149,110.425569,18811297,2022-07-09
1.26,22.728009,109.409174,18290815,2022-07-09
1.2,22.729009,109.410045,18290815,2022-07-09
0.91,22.557108,110.200125,18694997,2022-07-09
0.68,22.557287,110.200584,18694997,2022-07-09
1.08,22.649317,107.608306,17377201,2022-07-09
2.19,21.050974,110.48783,18844329,2022-07-09
2.21,20.405672,115.409847,21346981,2022-07-09
2.28,20.402114,115.409297,21346980,2022-07-09
1.35,21.038688,106.590379,16856544,2022-07-09
1.89,19.33364,105.791153,16446616,2022-07-09
0.29,19.276426,105.706598,16407851,2022-07-09
0.37,19.27482,105.708783,16407851,2022-07-09
1.67,18.939167,105.354928,16225092,2022-07-09
0.92,15.383135,108.790814,17974389,2022-07-09
0.92,15.382771,108.793831,17979926,2022-07-09
1.5,15.377741,108.793172,17979925,2022-07-09
1.33,11.975922,119.315279,23339362,2022-07-09
0.46,24.888252,104.039974,15555778,2022-07-09
0.43,24.091513,105.064025,16081704,2022-07-09
0.79,23.74246,105.404159,16253312,2022-07-09
0.84,23.989642,103.391656,15228995,2022-07-09
1.0,22.655489,107.902991,17526701,2022-07-09
0.54,23.501023,103.169216,15112663,2022-07-09
1.06,23.449994,103.232593,15145880,2022-07-09
1.49,21.017056,106.532035,16828857,2022-07-09
0.59,23.159161,94.537346,10716247,2022-07-09
1.17,23.796437,87.048988,6901325,2022-07-09
1.17,23.795937,87.053631,6901325,2022-07-09
2.98,24.185618,82.576005,4625662,2022-07-09
2.85,24.187034,82.579552,4625662,2022-07-09
2.02,24.166623,82.683657,4675492,2022-07-09
2.57,24.170541,82.563662,4614586,2022-07-09
3.53,24.170103,82.568854,4620123,2022-07-09
1.21,24.164079,82.642148,4658881,2022-07-09
2.13,24.160764,82.683106,4675492,2022-07-09
2.57,24.164614,82.563472,4614585,2022-07-09
2.97,24.15377,82.623179,4647806,2022-07-09
3.09,23.805045,86.319539,6530347,2022-07-09
2.18,23.803926,86.33015,6535884,2022-07-09
2.18,23.799306,86.329549,6535884,2022-07-09
2.67,23.791955,86.354978,6546957,2022-07-09
2.67,23.792506,86.349698,6546957,2022-07-09
1.18,24.13914,82.584157,4625656,2022-07-09
3.58,23.778354,86.395375,6569103,2022-07-09
1.92,23.780547,86.374577,6558029,2022-07-09
2.72,23.778647,86.347824,6546955,2022-07-09
3.58,23.774292,86.389592,6563566,2022-07-09
1.76,23.730857,86.750484,6751819,2022-07-09
1.49,23.690375,87.122459,6940072,2022-07-09
3.14,23.764557,86.393394,6569102,2022-07-09
1.8,23.688046,87.103369,6928998,2022-07-09
1.49,23.685997,87.121819,6940072,2022-07-09
1.38,23.778921,86.20948,6474974,2022-07-09
1.76,23.774831,86.203451,6469437,2022-07-09
1.38,23.774273,86.208781,6474974,2022-07-09
1.38,23.773716,86.214102,6474974,2022-07-09
3.2,23.754812,86.397255,6569101,2022-07-09
2.69,23.752629,86.418052,6580174,2022-07-09
3.17,23.748031,86.417433,6580174,2022-07-09
2.01,23.742375,86.426965,6585710,2022-07-09
2.07,23.733189,86.425736,6585709,2022-07-09
1.55,23.742626,86.426125,6585710,2022-07-09
1.42,23.73344,86.424907,6585709,2022-07-09
2.14,23.822987,85.502511,6115074,2022-07-09
1.64,23.717957,86.438389,6591244,2022-07-09
1.64,23.717379,86.44353,6591244,2022-07-09
2.79,23.71681,86.448651,6596781,2022-07-09
1.79,23.663576,86.921509,6834866,2022-07-09
3.79,23.756277,85.858522,6297788,2022-07-09
2.84,23.690327,86.392882,6569093,2022-07-09
2.84,23.685728,86.392242,6569093,2022-07-09
1.79,23.686284,86.387028,6563556,2022-07-09
4.64,23.680571,86.396864,6569092,2022-07-09
0.94,23.830843,84.922796,5816077,2022-07-09
2.91,23.675433,86.401345,6569092,2022-07-09
1.76,23.614561,86.793369,6773954,2022-07-09
0.97,23.74314,85.510124,6115065,2022-07-09
0.81,23.552073,87.241369,7000964,2022-07-09
2.6,23.551572,87.245909,7000964,2022-07-09
1.1,23.730024,85.02606,5871436,2022-07-09
1.9,23.726779,85.006713,5860361,2022-07-09
1.9,23.726488,85.009834,5860361,2022-07-09
2.46,23.699528,85.280059,5998783,2022-07-09
1.07,23.35731,83.22808,4957789,2022-07-09
1.43,22.870584,86.062325,6397355,2022-07-09
0.94,22.856616,86.060502,6397354,2022-07-09
1.29,23.16847,82.343785,4503734,2022-07-09
0.98,23.164765,82.341681,4503734,2022-07-09
0.69,22.590392,85.904706,6319806,2022-07-09
1.18,21.766429,84.020597,5356276,2022-07-09
1.79,21.76119,84.019965,5356276,2022-07-09
1.76,20.243,86.598176,6673913,2022-07-09
2.47,20.241942,86.606989,6673913,2022-07-09
0.97,18.539892,83.344802,5012623,2022-07-09
0.95,52.633871,91.558934,9202390,2022-07-09
0.91,51.703512,93.950106,10420427,2022-07-09
0.29,53.195626,81.886518,4274523,2022-07-09
0.65,53.006529,77.284779,1932351,2022-07-09
1.93,50.353212,83.499175,5093683,2022-07-09
0.76,51.464149,75.675272,1112703,2022-07-09
1.1,51.259649,75.723557,1134828,2022-07-09
1.1,51.258864,75.729154,1140365,2022-07-09
0.81,51.259465,75.699983,1123754,2022-07-09
1.04,51.259068,75.65278,1101606,2022-07-09
1.16,51.257318,75.640382,1090532,2022-07-09
1.16,51.254006,75.639199,1090532,2022-07-09
0.86,51.210694,75.799658,1173582,2022-07-09
0.23,51.211229,75.74724,1145897,2022-07-09
0.45,49.992195,82.60492,4639608,2022-07-09
4.01,50.400394,80.186076,3410440,2022-07-09
1.57,49.64614,83.577263,5137900,2022-07-09
1.98,49.643601,83.576834,5137900,2022-07-09
0.51,50.019832,78.723252,2662902,2022-07-09
2.44,50.008227,78.729882,2668438,2022-07-09
1.23,44.683534,89.09123,7944606,2022-07-09
1.84,44.682106,89.096033,7944606,2022-07-09
0.82,44.679779,89.083403,7939069,2022-07-09
0.82,44.678353,89.088208,7944606,2022-07-09
1.22,44.682925,89.093332,7944606,2022-07-09
1.22,44.679171,89.085465,7939069,2022-07-09
1.22,44.677764,89.090289,7944606,2022-07-09
1.38,44.345626,87.704606,7235833,2022-07-09
0.94,44.087835,88.462075,7623394,2022-07-09
0.97,44.081849,88.441866,7612319,2022-07-09
0.71,44.081422,88.439861,7612319,2022-07-09
0.9,44.149108,87.792171,7280107,2022-07-09
0.84,44.144572,87.790944,7280106,2022-07-09
0.9,44.596031,86.062235,6399774,2022-07-09
1.19,46.833843,74.953567,741209,2022-07-09
0.5,46.824763,74.945389,735671,2022-07-09
2.47,46.822242,74.939351,735670,2022-07-09
1.56,44.460055,86.108226,6427443,2022-07-09
2.23,44.461099,86.084288,6410833,2022-07-09
2.1,44.456479,86.081886,6410832,2022-07-09
2.1,44.454594,86.08906,6416369,2022-07-09
2.23,44.367395,86.067784,6405285,2022-07-09
0.95,43.855252,87.336098,7047520,2022-07-09
1.34,42.590009,91.317699,9079458,2022-07-09
2.28,44.139895,86.119179,6432945,2022-07-09
0.39,43.787791,87.393777,7080735,2022-07-09
1.51,44.142363,86.120467,6432945,2022-07-09
0.54,43.787401,87.394828,7080735,2022-07-09
1.76,44.208844,85.765264,6250232,2022-07-09
1.09,42.589215,91.315634,9079458,2022-07-09
1.29,44.385153,84.881313,5801754,2022-07-09
1.09,44.383548,84.887617,5801754,2022-07-09
0.51,44.756628,82.078056,4373250,2022-07-09
0.91,44.747167,82.063161,4362174,2022-07-09
1.49,44.719591,82.072426,4367708,2022-07-09
0.52,41.883765,114.039272,20651710,2022-07-09
1.19,44.720246,82.069281,4367708,2022-07-09
0.93,44.755289,82.071066,4367712,2022-07-09
1.09,44.720728,82.070163,4367709,2022-07-09
0.69,44.598279,86.055922,6399774,2022-07-09
0.81,44.597814,86.058618,6399774,2022-07-09
2.7,44.457787,86.080885,6410832,2022-07-09
3.51,44.457612,86.086449,6416369,2022-07-09
0.87,44.456856,86.108616,6427443,2022-07-09
0.76,40.976961,110.094687,18641678,2022-07-09
0.72,44.445069,84.762698,5740854,2022-07-09
1.36,40.972166,110.092535,18641677,2022-07-09
2.18,44.365406,86.086174,6410822,2022-07-09
1.63,44.387716,84.877068,5796217,2022-07-09
1.99,44.364716,86.086084,6410822,2022-07-09
1.89,44.387365,84.878126,5796217,2022-07-09
0.94,43.686457,95.022822,10967697,2022-07-09
1.01,40.693092,110.211098,18702553,2022-07-09
0.9,40.579892,110.612326,18907410,2022-07-09
0.67,40.912289,109.270503,18226396,2022-07-09
1.49,40.912639,109.270793,18226396,2022-07-09
0.74,40.696949,109.848632,18519833,2022-07-09
3.32,40.652538,109.748781,18469995,2022-07-09
1.63,40.650718,109.755872,18469994,2022-07-09
1.63,40.645955,109.753792,18469994,2022-07-09
1.92,40.638256,109.742505,18464456,2022-07-09
1.96,40.633492,109.740413,18464456,2022-07-09
0.91,40.589533,109.786894,18486599,2022-07-09
0.84,40.609987,109.667127,18425694,2022-07-09
0.84,40.60524,109.665041,18425693,2022-07-09
1.81,40.582,109.361292,18270655,2022-07-09
0.63,40.967028,106.861335,16997188,2022-07-09
1.57,40.019975,109.932752,18558516,2022-07-09
1.34,40.019,109.936528,18564053,2022-07-09
1.34,40.014206,109.934034,18564053,2022-07-09
1.99,43.530941,81.953415,4306669,2022-07-09
1.99,43.53098,81.961979,4312206,2022-07-09
3.14,43.531533,81.954478,4306669,2022-07-09
3.36,43.531523,81.963042,4312206,2022-07-09
1.2,43.337128,87.550909,7158202,2022-07-09
0.51,39.562922,110.590668,18896222,2022-07-09
1.45,42.703812,93.551573,10214556,2022-07-09
3.12,42.703043,93.550835,10214556,2022-07-09
0.54,39.563631,110.591768,18896222,2022-07-09
0.94,39.508537,110.52193,18862994,2022-07-09
0.93,39.504223,110.537712,18868531,2022-07-09
1.24,39.503112,110.541781,18874068,2022-07-09
1.24,39.501981,110.54592,18874068,2022-07-09
1.2,39.502421,110.523494,18862994,2022-07-09
1.2,39.497346,110.521251,18862993,2022-07-09
8.3,39.447169,110.500873,18851913,2022-07-09
8.3,39.446137,110.50472,18851913,2022-07-09
1.28,39.40836,110.644989,18923890,2022-07-09
0.9,39.444319,110.490417,18846376,2022-07-09
0.94,39.442144,110.49844,18851913,2022-07-09
4.09,39.444964,110.446082,18824228,2022-07-09
4.09,39.443897,110.450035,18824228,2022-07-09
0.68,39.411611,110.48524,18840835,2022-07-09
0.85,39.189132,110.78159,18995847,2022-07-09
0.5,39.23083,110.607189,18907259,2022-07-09
0.79,42.828011,87.937512,7357478,2022-07-09
0.36,42.827458,87.92741,7351941,2022-07-09
0.39,42.826764,87.939846,7357478,2022-07-09
0.54,39.269966,110.406577,18802061,2022-07-09
0.69,39.229784,110.407953,18802056,2022-07-09
1.56,39.265253,110.169116,18680246,2022-07-09
1.25,39.264236,110.172887,18685783,2022-07-09
0.78,39.091613,110.768508,18984762,2022-07-09
0.6,39.087932,110.781898,18995835,2022-07-09
1.01,39.085088,110.770998,18990298,2022-07-09
0.63,39.089405,110.734009,18968151,2022-07-09
0.42,39.177574,110.369134,18785439,2022-07-09
0.69,38.922225,111.251107,19233908,2022-07-09
0.59,39.175304,110.314123,18757754,2022-07-09
0.55,39.175685,110.314884,18757754,2022-07-09
0.65,38.922695,111.252738,19233908,2022-07-09
0.43,39.057386,110.670717,18934925,2022-07-09
0.77,39.137105,110.353573,18774361,2022-07-09
1.34,39.047926,110.68437,18945998,2022-07-09
0.69,39.134432,110.342173,18768824,2022-07-09
1.65,39.912745,106.783377,16958311,2022-07-09
1.61,39.909115,106.799014,16963848,2022-07-09
1.04,39.876137,106.900794,17019214,2022-07-09
1.28,39.865865,106.885411,17008139,2022-07-09
2.38,39.860946,106.906476,17019213,2022-07-09
1.28,39.861636,106.883731,17008139,2022-07-09
1.2,39.846342,106.792125,16963841,2022-07-09
0.79,39.462124,107.137947,17135445,2022-07-09
1.98,39.465292,106.924354,17030242,2022-07-09
2.95,39.466152,106.923322,17030243,2022-07-09
0.97,39.46116,106.704987,16919502,2022-07-09
1.29,39.461909,106.681647,16902891,2022-07-09
0.87,39.376557,106.966231,17052381,2022-07-09
1.4,39.438265,106.684042,16908425,2022-07-09
1.75,39.370964,106.970056,17052380,2022-07-09
1.75,39.369688,106.975529,17052380,2022-07-09
1.3,39.382072,106.902749,17019159,2022-07-09
0.52,39.376907,106.924656,17030233,2022-07-09
1.47,39.416701,106.717095,16925034,2022-07-09
1.08,39.369579,106.915961,17024695,2022-07-09
0.89,39.351647,106.992302,17063452,2022-07-09
1.6,39.334399,106.985489,17057913,2022-07-09
0.49,39.40807,106.711279,16919496,2022-07-09
3.5,39.330254,106.987679,17063449,2022-07-09
0.88,39.356881,106.832395,16980397,2022-07-09
0.9,39.285463,106.739878,16936093,2022-07-09
0.99,39.285812,106.738566,16936093,2022-07-09
0.93,39.192298,107.000073,17068971,2022-07-09
1.89,39.189234,106.992839,17063434,2022-07-09
0.73,39.221244,106.696079,16913938,2022-07-09
0.8,39.209698,106.685747,16908400,2022-07-09
2.15,41.825,88.875498,7833548,2022-07-09
1.65,41.823635,88.89698,7844622,2022-07-09
1.65,41.823194,88.904069,7850159,2022-07-09
2.71,41.820111,88.875148,7833548,2022-07-09
2.71,41.82057,88.86793,7828011,2022-07-09
1.77,41.825714,88.898859,7844622,2022-07-09
5.74,41.822308,88.877106,7833548,2022-07-09
3.67,41.822807,88.869946,7833548,2022-07-09
2.2,41.820824,88.898539,7844622,2022-07-09
1.19,39.142592,106.612804,16869634,2022-07-09
0.66,39.135315,106.604255,16864096,2022-07-09
1.37,39.052222,106.958481,17046807,2022-07-09
1.88,39.057284,106.114423,16614922,2022-07-09
1.86,38.949053,106.466374,16797631,2022-07-09
1.34,38.93457,106.449422,16786555,2022-07-09
2.64,38.9231,106.439357,16781017,2022-07-09
1.65,38.916372,106.448262,16786553,2022-07-09
2.17,38.914874,106.451855,16786553,2022-07-09
0.77,40.321997,99.085594,13032624,2022-07-09
2.25,38.516159,105.983105,16548418,2022-07-09
1.45,39.861809,98.255014,12611761,2022-07-09
0.41,39.861121,98.259446,12611761,2022-07-09
5.45,39.84859,98.274638,12622833,2022-07-09
1.76,39.844653,98.278233,12622833,2022-07-09
0.49,39.822568,98.243234,12606219,2022-07-09
1.99,39.815058,98.291974,12628366,2022-07-09
2.73,39.814375,98.296413,12633903,2022-07-09
1.35,39.356006,100.117563,13558531,2022-07-09
1.24,38.842686,100.173174,13591696,2022-07-09
1.25,35.739635,112.857307,20053030,2022-07-09
1.07,37.565671,105.446327,16276999,2022-07-09
1.87,37.562621,105.439894,16271462,2022-07-09
1.07,37.561483,105.444939,16276999,2022-07-09
2.66,37.562882,105.418652,16260388,2022-07-09
1.95,37.561779,105.423602,16265925,2022-07-09
1.95,37.560675,105.428531,16265924,2022-07-09
1.36,35.764825,111.123715,19167113,2022-07-09
1.43,35.677206,110.654311,18929012,2022-07-09
2.6,35.481927,111.353206,19283358,2022-07-09
1.43,35.672912,110.647041,18923474,2022-07-09
1.43,35.67139,110.652576,18929011,2022-07-09
4.47,35.652948,110.650929,18929009,2022-07-09
2.59,35.63309,110.586538,18895785,2022-07-09
3.76,35.604795,110.575362,18890245,2022-07-09
4.1,35.634522,110.585118,18895785,2022-07-09
2.44,35.59917,110.57677,18890244,2022-07-09
0.79,35.40681,111.107662,19161536,2022-07-09
1.13,35.339155,111.086967,19150454,2022-07-09
1.36,35.61691,109.063184,18115066,2022-07-09
2.49,34.666539,111.038761,19122694,2022-07-09
1.87,33.883396,112.904733,20074971,2022-07-09
1.47,34.932538,109.067113,18120527,2022-07-09
0.82,37.01221,98.809881,12893830,2022-07-09
0.82,37.011471,98.814186,12899367,2022-07-09
2.5,34.371427,109.355916,18264426,2022-07-09
4.72,34.36953,109.352988,18264426,2022-07-09
1.24,34.656423,108.223561,17688610,2022-07-09
1.15,33.08087,112.216587,19726051,2022-07-09
2.25,34.269991,107.521581,17334199,2022-07-09
0.92,33.099749,106.998007,17062756,2022-07-09
0.55,31.941647,108.60942,17887640,2022-07-09
1.04,32.214835,106.188285,16652919,2022-07-09
1.03,30.921174,110.714498,18956167,2022-07-09
1.35,30.898421,107.380125,17261843,2022-07-09
0.87,30.851827,107.332162,17234153,2022-07-09
1.04,30.84646,107.330217,17234152,2022-07-09
10.28,30.965208,105.433434,16270727,2022-07-09
2.71,30.187276,107.983113,17566299,2022-07-09
2.66,30.474849,106.873413,17001557,2022-07-09
2.14,30.186226,107.986613,17566299,2022-07-09
0.65,32.131361,98.858269,12920972,2022-07-09
2.89,31.042726,103.658344,15362668,2022-07-09
1.09,30.188897,106.832973,16979377,2022-07-09
1.02,29.832976,107.615162,17378001,2022-07-09
2.25,29.828633,107.608418,17378001,2022-07-09
2.74,29.827003,107.608678,17378001,2022-07-09
2.04,29.796807,107.052372,17090073,2022-07-09
2.04,29.791413,107.050405,17090073,2022-07-09
3.82,29.785958,107.048689,17090072,2022-07-09
3.18,29.781583,107.042598,17090071,2022-07-09
2.59,29.777158,107.036707,17084534,2022-07-09
0.54,29.825355,106.512759,16818763,2022-07-09
1.99,29.589729,107.434209,17289382,2022-07-09
1.42,29.666002,106.168283,16641562,2022-07-09
1.67,29.707275,104.310853,15694739,2022-07-09
1.3,29.291222,105.027693,16060135,2022-07-09
3.88,29.491114,103.514585,15290514,2022-07-09
6.08,29.491281,103.512331,15290514,2022-07-09
1.38,27.713788,109.137506,18152945,2022-07-09
1.63,28.711537,105.145548,16120977,2022-07-09
1.13,30.065919,96.979761,11962841,2022-07-09
1.8,29.016361,102.530005,14786594,2022-07-09
0.91,29.746132,98.71746,12848726,2022-07-09
3.08,28.413285,104.757255,15921612,2022-07-09
0.84,27.612234,107.022055,17078756,2022-07-09
1.18,28.117042,104.559319,15821913,2022-07-09
2.02,27.151566,107.48746,17316796,2022-07-09
0.81,26.832328,108.080134,17615758,2022-07-09
1.11,26.506312,107.577636,17361020,2022-07-09
1.87,26.661696,106.360081,16740893,2022-07-09
0.71,26.68369,104.765275,15926957,2022-07-09
1.72,29.223143,88.353927,7566369,2022-07-09
2.15,25.4722,105.485141,16292264,2022-07-09
3.74,24.383576,109.383779,18279926,2022-07-09
5.56,24.386057,109.384861,18279926,2022-07-09
1.63,25.113521,105.361254,16231317,2022-07-09
0.48,25.30461,103.891795,15483843,2022-07-09
1.67,33.40062,133.307746,30467866,2022-07-09
1.23,33.405311,133.306253,30467867,2022-07-09
4.88,33.262217,131.650022,29626227,2022-07-09
3.9,33.262009,131.657664,29626227,2022-07-09
2.97,33.263026,131.649561,29626227,2022-07-09
2.97,33.262779,131.657233,29626227,2022-07-09
2.69,34.088811,134.265539,30955199,2022-07-10
4.29,34.343731,133.846883,30744821,2022-07-10
2.03,47.424705,133.454894,30546946,2022-07-10
5.47,17.242139,121.691008,24547015,2022-07-10
7.92,17.357657,121.454977,24430750,2022-07-10
7.3,17.510028,121.732149,24569192,2022-07-10
5.21,17.513578,121.731489,24569193,2022-07-10
9.45,17.868188,120.856375,24126272,2022-07-10
3.92,17.881914,120.856236,24126274,2022-07-10
3.92,17.881132,120.851763,24120737,2022-07-10
2.72,20.401844,115.411556,21352517,2022-07-10
6.21,22.593227,114.084972,20677247,2022-07-10
2.2,24.544309,117.621821,22476989,2022-07-10
4.56,24.583503,117.521487,22427161,2022-07-10
3.13,24.582805,117.517659,22421624,2022-07-10
3.94,24.647036,117.736254,22532371,2022-07-10
7.58,25.369536,118.765917,23058466,2022-07-10
5.16,25.181222,116.726811,22023026,2022-07-10
6.41,25.736447,119.59828,23484856,2022-07-10
6.41,25.735668,119.593854,23479319,2022-07-10
4.15,25.353506,117.379103,22355266,2022-07-10
6.38,25.75839,119.366863,23363045,2022-07-10
3.76,25.336393,115.755939,21524714,2022-07-10
7.81,26.141757,119.562178,23462753,2022-07-10
8.49,25.93091,117.384454,22355330,2022-07-10
7.84,26.18967,118.22479,22781708,2022-07-10
9.96,26.577867,118.739423,23047527,2022-07-10
6.75,26.767641,119.746606,23556952,2022-07-10
9.71,26.766849,119.742067,23556952,2022-07-10
4.43,26.59301,118.760649,23058603,2022-07-10
8.11,26.422011,117.793686,22565790,2022-07-10
6.18,26.645052,118.194657,22770684,2022-07-10
9.31,26.939694,119.6449,23507138,2022-07-10
13.17,27.096532,119.670486,23518230,2022-07-10
6.24,27.235941,119.886854,23628985,2022-07-10
4.19,27.066379,118.354919,22848249,2022-07-10
4.19,27.070058,118.354238,22848250,2022-07-10
6.24,27.680442,120.329852,23856052,2022-07-10
6.9,27.412928,118.349106,22848288,2022-07-10
5.76,27.529317,118.789139,23069781,2022-07-10
10.21,27.546796,118.804377,23080857,2022-07-10
8.89,27.785601,120.092565,23734249,2022-07-10
9.11,27.78898,120.091845,23734250,2022-07-10
6.57,27.254615,116.883152,22100775,2022-07-10
12.57,27.982858,120.536468,23961288,2022-07-10
6.86,28.027647,120.788234,24088644,2022-07-10
9.35,27.579843,117.982395,22660048,2022-07-10
4.89,28.132897,120.384681,23883787,2022-07-10
4.89,28.132223,120.380588,23883787,2022-07-10
9.91,28.1728,120.480816,23933624,2022-07-10
7.18,27.500213,116.645471,21978989,2022-07-10
6.66,27.915817,118.544644,22948010,2022-07-10
10.38,27.917742,118.534444,22942473,2022-07-10
11.65,27.920507,118.528952,22936936,2022-07-10
7.11,27.582917,116.274275,21790740,2022-07-10
6.88,27.587749,116.277257,21790740,2022-07-10
3.25,28.327076,120.218565,23800754,2022-07-10
7.39,28.338491,119.801244,23584812,2022-07-10
11.24,28.341779,119.778773,23573738,2022-07-10
8.81,28.34518,119.778045,23573739,2022-07-10
7.03,28.460798,119.486539,23424252,2022-07-10
6.44,28.822714,121.591406,24498471,2022-07-10
7.88,28.611492,120.062688,23717730,2022-07-10
9.26,28.75345,120.599363,23994596,2022-07-10
7.03,28.752141,120.591348,23989059,2022-07-10
6.09,28.620957,119.598058,23485177,2022-07-10
7.83,28.286083,117.698287,22516165,2022-07-10
8.9,28.332259,117.886144,22610299,2022-07-10
7.48,28.027096,116.280153,21790789,2022-07-10
9.93,28.45431,118.518052,22931459,2022-07-10
7.8,28.338686,117.879445,22610300,2022-07-10
7.34,28.345964,117.898332,22615838,2022-07-10
6.67,28.343253,117.883469,22610300,2022-07-10
10.42,28.603212,119.326905,23346750,2022-07-10
6.39,28.040904,116.243203,21774180,2022-07-10
4.58,28.609344,119.321004,23341214,2022-07-10
3.4,28.397341,118.116438,22726583,2022-07-10
8.88,27.777313,114.908906,21093099,2022-07-10
11.95,28.743365,120.09465,23734356,2022-07-10
3.4,28.401839,118.120434,22732121,2022-07-10
7.0,28.390396,118.057307,22698898,2022-07-10
4.67,28.389505,118.052408,22698897,2022-07-10
5.42,28.394925,118.061364,22698898,2022-07-10
8.47,28.355313,117.844371,22588154,2022-07-10
