frp,lat,lon,grid,occurred_time
1.77,38.285975,117.815405,22578185,2022-07-08
1.91,38.574356,114.951301,21116449,2022-07-08
1.91,38.573736,114.956525,21121986,2022-07-08
2.45,38.571901,114.954138,21116449,2022-07-08
2.45,38.568338,114.953416,21116449,2022-07-08
1.7,38.557641,114.951239,21116447,2022-07-08
0.92,38.921374,111.252558,19233908,2022-07-08
2.26,39.188153,106.992538,17063434,2022-07-08
2.9,38.695957,113.242556,20247154,2022-07-08
1.12,37.473738,121.058763,24228121,2022-07-08
0.45,37.443812,120.98659,24189358,2022-07-08
0.69,37.443739,120.988759,24194895,2022-07-08
0.63,37.379851,121.166969,24283480,2022-07-08
1.3,37.185834,121.605213,24504939,2022-07-08
0.54,38.707387,110.187592,18691258,2022-07-08
0.48,37.3625,120.587476,23990017,2022-07-08
1.06,37.17801,121.608042,24510475,2022-07-08
4.19,38.720914,109.54008,18359040,2022-07-08
1.87,37.874313,116.93732,22129642,2022-07-08
1.16,35.080643,128.992835,28269864,2022-07-08
1.56,37.274062,118.261936,22805090,2022-07-08
0.62,38.175566,109.543015,18364516,2022-07-08
1.12,37.889619,112.671135,19953603,2022-07-08
1.23,37.110318,118.239253,22793997,2022-07-08
0.94,37.848042,111.983654,19604767,2022-07-08
1.63,34.926484,127.747836,27638629,2022-07-08
2.98,34.925644,127.751227,27638629,2022-07-08
1.88,36.927454,117.702071,22517127,2022-07-08
1.62,34.920808,127.749436,27638629,2022-07-08
1.62,34.919978,127.752806,27638628,2022-07-08
1.89,34.924252,127.714103,27616481,2022-07-08
4.23,34.913451,127.757835,27638628,2022-07-08
1.78,36.902577,117.753876,22544809,2022-07-08
1.68,36.711979,118.933678,23148321,2022-07-08
1.35,36.642462,119.253063,23308886,2022-07-08
2.37,37.587042,112.198448,19715478,2022-07-08
2.01,37.579141,112.2727,19754237,2022-07-08
1.43,37.578684,112.277073,19754236,2022-07-08
1.04,37.57514,112.272029,19754236,2022-07-08
1.16,37.580876,112.179674,19704404,2022-07-08
0.67,37.573897,112.24517,19737625,2022-07-08
2.42,37.572065,112.262635,19748699,2022-07-08
1.04,37.571597,112.267006,19748699,2022-07-08
0.7,36.758473,118.414679,22882550,2022-07-08
1.01,37.566359,112.239454,19737624,2022-07-08
1.57,37.563147,112.270036,19754235,2022-07-08
1.22,37.56269,112.274399,19754235,2022-07-08
1.74,36.853267,117.628252,22483897,2022-07-08
0.72,36.410112,120.30618,23845949,2022-07-08
1.36,37.402296,112.583495,19909253,2022-07-08
1.7,37.401611,112.58979,19914790,2022-07-08
2.33,37.142315,114.542601,20911421,2022-07-08
1.07,36.545944,118.589119,22971118,2022-07-08
1.15,36.823849,116.745994,22029859,2022-07-08
1.07,37.472175,111.174246,19194988,2022-07-08
1.45,37.350974,112.011193,19621323,2022-07-08
1.13,37.424669,111.131396,19172834,2022-07-08
1.02,36.564882,117.974565,22655512,2022-07-08
2.17,37.396362,111.15765,19183905,2022-07-08
1.86,36.580789,116.920978,22118424,2022-07-08
1.03,37.225412,111.379135,19300163,2022-07-08
1.46,37.1036,111.970286,19599148,2022-07-08
0.71,37.101867,111.988093,19610221,2022-07-08
1.78,37.090749,112.017907,19621294,2022-07-08
0.92,36.125284,119.032302,23198089,2022-07-08
2.05,36.48397,116.347443,21830490,2022-07-08
1.9,36.483348,116.351892,21830490,2022-07-08
1.67,36.035515,118.953015,23153783,2022-07-08
1.0,36.224426,117.640839,22489364,2022-07-08
1.83,36.726646,113.918786,20590229,2022-07-08
1.13,36.719361,113.917335,20590228,2022-07-08
1.32,36.208672,117.632746,22483825,2022-07-08
1.13,36.715708,113.916665,20590227,2022-07-08
1.78,36.715071,113.921944,20595764,2022-07-08
0.92,35.960587,118.992124,23175922,2022-07-08
2.73,36.60285,114.449717,20861528,2022-07-08
2.73,36.59866,114.454054,20861527,2022-07-08
1.74,36.598871,114.42313,20850453,2022-07-08
2.65,36.594459,114.458391,20867064,2022-07-08
1.74,36.595299,114.42244,20850453,2022-07-08
0.85,35.940753,118.924773,23142698,2022-07-08
0.87,36.107867,117.843636,22589017,2022-07-08
1.63,36.109253,117.813407,22577943,2022-07-08
1.01,36.277887,116.5784,21946744,2022-07-08
1.42,36.083657,117.824834,22583477,2022-07-08
1.91,36.082989,117.829043,22583477,2022-07-08
1.91,36.079051,117.832463,22583477,2022-07-08
2.15,36.589733,113.757605,20507158,2022-07-08
1.72,36.669581,112.332104,19781820,2022-07-08
0.93,36.713311,111.71183,19466216,2022-07-08
2.45,36.22103,115.8466,21575758,2022-07-08
3.65,36.554334,112.254949,19743048,2022-07-08
0.93,35.657975,118.837965,23098371,2022-07-08
1.46,36.309455,114.290336,20778440,2022-07-08
2.0,36.305883,114.289625,20778440,2022-07-08
1.09,35.998214,116.378396,21847047,2022-07-08
1.03,35.781776,117.771079,22555758,2022-07-08
2.91,35.844743,117.296841,22312137,2022-07-08
2.55,36.222111,114.062981,20662153,2022-07-08
1.84,36.164746,114.304866,20789498,2022-07-08
1.59,36.188378,114.060384,20662150,2022-07-08
3.27,36.387227,112.186778,19709808,2022-07-08
1.84,36.168473,114.072186,20667684,2022-07-08
2.74,36.374013,112.197141,19715343,2022-07-08
0.83,35.617167,117.449154,22389630,2022-07-08
0.83,35.613887,117.448405,22389630,2022-07-08
1.95,36.336932,111.764473,19493859,2022-07-08
0.75,36.33646,111.768991,19493859,2022-07-08
0.89,36.331946,111.772688,19499396,2022-07-08
1.27,36.046252,114.006307,20634449,2022-07-08
2.17,35.196449,119.389831,23380706,2022-07-08
1.72,35.185719,119.391631,23380705,2022-07-08
1.89,35.164617,119.3727,23369629,2022-07-08
1.28,35.165674,119.345912,23358555,2022-07-08
1.3,35.162751,119.363215,23364092,2022-07-08
1.3,35.16015,119.358035,23364091,2022-07-08
1.32,35.159014,119.344218,23353017,2022-07-08
0.48,35.163622,119.215139,23292111,2022-07-08
0.93,35.189026,118.800883,23076170,2022-07-08
1.15,35.504476,116.753099,22035250,2022-07-08
0.73,35.182431,118.799245,23076170,2022-07-08
1.59,35.135763,119.080205,23220127,2022-07-08
0.39,35.843308,113.3544,20302206,2022-07-08
0.48,35.861691,112.969359,20108413,2022-07-08
3.56,35.448484,116.013386,21658727,2022-07-08
2.7,35.446353,116.003825,21653190,2022-07-08
2.32,35.326824,116.82503,22073989,2022-07-08
1.1,35.214054,117.032536,22179179,2022-07-08
2.45,35.34996,115.98954,21647642,2022-07-08
2.45,35.346605,115.988817,21647642,2022-07-08
2.64,34.978002,117.48343,22406170,2022-07-08
1.56,35.433834,114.045874,20656529,2022-07-08
1.31,35.430249,114.045192,20656528,2022-07-08
1.12,35.436117,113.938113,20601159,2022-07-08
2.28,34.924838,117.536918,22433849,2022-07-08
0.9,35.700467,111.463453,19338752,2022-07-08
3.05,35.691013,111.434779,19327677,2022-07-08
2.62,35.685805,111.235829,19222474,2022-07-08
1.67,34.959449,117.026817,22173614,2022-07-08
1.2,35.630663,111.738919,19482707,2022-07-08
1.67,34.956154,117.026073,22173614,2022-07-08
1.6,35.386125,113.745726,20501487,2022-07-08
0.69,35.376489,113.733383,20495949,2022-07-08
4.25,34.860808,117.446506,22389546,2022-07-08
0.98,35.375772,113.737024,20495949,2022-07-08
3.21,34.940869,116.811673,22062872,2022-07-08
4.87,35.670922,110.991247,19100658,2022-07-08
1.08,34.937834,116.741491,22029649,2022-07-08
1.12,35.57914,111.675513,19449479,2022-07-08
3.87,35.377152,113.454856,20357524,2022-07-08
7.37,34.408437,119.853636,23613173,2022-07-08
1.27,34.406643,119.843906,23607635,2022-07-08
1.27,34.403262,119.843038,23607635,2022-07-08
2.01,34.395703,119.845739,23613171,2022-07-08
1.88,35.588488,111.264906,19239074,2022-07-08
0.61,34.381574,119.786617,23579948,2022-07-08
3.19,34.694779,117.525492,22428286,2022-07-08
3.21,34.691499,117.524734,22428286,2022-07-08
2.71,34.540348,118.464359,22904451,2022-07-08
1.89,35.480482,111.356304,19283358,2022-07-08
2.8,35.419444,111.312559,19261203,2022-07-08
1.32,34.739716,116.631041,21974257,2022-07-08
3.26,35.412605,111.297779,19255665,2022-07-08
2.12,35.403932,111.300946,19255664,2022-07-08
0.86,35.323627,111.634937,19427302,2022-07-08
1.84,34.532208,117.626872,22478101,2022-07-08
2.54,34.527636,117.396356,22361824,2022-07-08
1.82,35.339766,111.087609,19150454,2022-07-08
1.63,35.286535,111.31777,19266725,2022-07-08
3.47,35.0456,112.541605,19892379,2022-07-08
1.55,35.4677,106.683701,16907983,2022-07-08
1.5,34.820559,113.281719,20268870,2022-07-08
1.13,34.656834,113.37779,20313148,2022-07-08
2.18,34.128646,117.024492,22173521,2022-07-08
1.27,34.783299,111.929315,19576741,2022-07-08
1.2,35.02746,109.030246,18098389,2022-07-08
1.68,35.007782,108.980373,18076239,2022-07-08
0.89,35.009928,108.98185,18076239,2022-07-08
2.12,33.610365,119.606629,23491270,2022-07-08
1.09,34.96546,109.222522,18198049,2022-07-08
1.47,34.028416,116.812082,22062770,2022-07-08
2.53,34.932158,109.067684,18120527,2022-07-08
1.36,33.971222,117.119718,22223337,2022-07-08
1.36,33.967942,117.118998,22223336,2022-07-08
0.89,33.99957,116.822791,22068304,2022-07-08
0.9,33.943051,117.126203,22223334,2022-07-08
1.07,33.572418,118.993102,23175656,2022-07-08
3.4,34.663474,111.037706,19122694,2022-07-08
2.03,34.529547,112.242638,19737286,2022-07-08
1.83,33.569084,118.992289,23175656,2022-07-08
1.3,33.563115,118.986357,23170118,2022-07-08
1.3,33.562397,118.990652,23175655,2022-07-08
1.12,34.370857,113.070905,20158080,2022-07-08
0.69,34.297357,113.424443,20340793,2022-07-08
1.86,34.322195,112.905037,20075020,2022-07-08
1.38,34.296846,112.561928,19897833,2022-07-08
1.5,34.140446,113.42956,20340776,2022-07-08
2.77,34.62032,108.562321,17860253,2022-07-08
2.12,34.609837,108.633872,17899011,2022-07-08
2.77,34.6201,108.562161,17860253,2022-07-08
2.12,34.609166,108.633581,17899011,2022-07-08
2.76,34.119234,112.831716,20036238,2022-07-08
1.12,33.61476,116.577239,21946447,2022-07-08
1.03,33.614125,116.581354,21946447,2022-07-08
1.03,33.613501,116.585481,21951984,2022-07-08
1.39,33.610835,116.580645,21946447,2022-07-08
1.39,33.610211,116.584771,21951984,2022-07-08
0.43,34.579579,107.292877,17217957,2022-07-08
2.48,34.472723,107.77751,17461573,2022-07-08
2.42,34.472353,107.77795,17461573,2022-07-08
1.77,34.484384,107.148902,17140428,2022-07-08
1.18,33.90175,112.911297,20080510,2022-07-08
1.65,33.899848,112.927182,20086047,2022-07-08
1.47,33.85615,113.010796,20130338,2022-07-08
1.32,33.802407,113.456182,20357349,2022-07-08
1.32,33.798787,113.455533,20357349,2022-07-08
1.25,33.850297,112.975671,20108189,2022-07-08
1.32,34.374593,107.410523,17273304,2022-07-08
1.15,34.371765,107.379723,17262229,2022-07-08
1.34,34.211635,105.530505,16315385,2022-07-08
0.73,34.208686,105.533398,16320921,2022-07-08
1.63,32.117634,121.514223,24460079,2022-07-08
3.76,32.757316,117.315204,22322868,2022-07-08
2.75,32.75075,117.313729,22322867,2022-07-08
1.76,33.290638,113.465821,20362829,2022-07-08
1.85,32.699003,117.340041,22333935,2022-07-08
1.75,32.698361,117.344101,22333935,2022-07-08
1.26,32.248848,119.623982,23496655,2022-07-08
2.85,32.58289,117.253302,22289626,2022-07-08
0.53,32.265938,119.111718,23236418,2022-07-08
2.61,31.984176,120.627236,24006030,2022-07-08
2.14,31.982348,120.637018,24011566,2022-07-08
2.97,31.977809,120.661529,24028177,2022-07-08
1.37,31.982418,120.616528,24000492,2022-07-08
1.74,31.979746,120.610726,24000492,2022-07-08
1.37,31.978838,120.615598,24000492,2022-07-08
5.62,32.271519,118.795674,23075846,2022-07-08
1.27,32.189227,119.265166,23313927,2022-07-08
1.08,32.148856,119.332942,23347145,2022-07-08
0.64,32.145446,119.33215,23347145,2022-07-08
0.77,33.111103,112.723987,19980756,2022-07-08
1.31,32.166235,119.076428,23219796,2022-07-08
3.06,31.847879,120.729961,24061384,2022-07-08
1.43,33.08384,112.218005,19726051,2022-07-08
0.96,32.187002,118.212707,22776838,2022-07-08
1.15,31.709857,120.83778,24116739,2022-07-08
0.71,32.378663,116.972124,22145642,2022-07-08
0.94,32.779782,114.043588,20656233,2022-07-08
1.94,31.450547,121.431934,24415708,2022-07-08
0.75,31.705464,120.080093,23729149,2022-07-08
1.57,31.447873,121.425571,24415708,2022-07-08
1.94,31.421657,121.458089,24432316,2022-07-08
0.9,32.326963,115.957907,21630695,2022-07-08
0.69,32.323651,115.957215,21630694,2022-07-08
1.44,32.319138,115.964711,21630694,2022-07-08
1.11,32.487328,114.042608,20656201,2022-07-08
1.11,32.483856,114.041956,20656200,2022-07-08
1.69,32.480374,114.041284,20650663,2022-07-08
3.04,31.737437,118.490426,22920750,2022-07-08
2.89,31.704744,118.478435,22915210,2022-07-08
1.62,33.098208,106.998037,17062756,2022-07-08
2.45,31.682081,118.468755,22909670,2022-07-08
0.87,31.323115,119.652866,23513163,2022-07-08
3.93,32.459682,111.664328,19443595,2022-07-08
1.73,31.092284,119.695137,23535285,2022-07-08
1.73,31.088926,119.691512,23529748,2022-07-08
2.91,31.075547,119.583559,23474377,2022-07-08
3.51,31.038448,119.607594,23490983,2022-07-08
4.37,32.611422,105.864977,16486853,2022-07-08
2.54,32.61037,105.865706,16486853,2022-07-08
1.24,30.32665,121.969841,24692433,2022-07-08
1.16,32.404997,106.776659,16951939,2022-07-08
1.2,30.72108,119.704988,23540781,2022-07-08
3.12,31.742117,112.425257,19831105,2022-07-08
4.62,30.924289,117.778055,22555218,2022-07-08
3.74,31.752223,111.82938,19526571,2022-07-08
2.18,30.686816,118.890976,23125502,2022-07-08
0.83,32.248817,106.468064,16796885,2022-07-08
3.1,30.669771,118.886868,23119963,2022-07-08
6.68,30.853357,117.754957,22544136,2022-07-08
7.14,30.841948,117.781962,22560746,2022-07-08
3.49,30.82123,117.802623,22571817,2022-07-08
4.72,30.817899,117.801914,22566280,2022-07-08
1.36,30.343546,119.906991,23640405,2022-07-08
1.29,29.915912,121.88503,24648091,2022-07-08
3.12,30.626605,116.867274,22090077,2022-07-08
2.91,30.623325,116.866554,22090076,2022-07-08
2.95,30.586904,116.965964,22145442,2022-07-08
2.62,30.028431,119.753583,23562852,2022-07-08
4.2,30.453018,117.244255,22283852,2022-07-08
2.13,30.446417,117.242815,22283851,2022-07-08
2.58,30.952706,113.186438,20218607,2022-07-08
2.63,30.841741,113.069672,20157687,2022-07-08
3.18,30.633893,114.454734,20866400,2022-07-08
2.06,30.63509,114.446345,20860863,2022-07-08
2.06,30.631719,114.445716,20860863,2022-07-08
3.18,30.631122,114.449906,20860863,2022-07-08
2.06,30.632306,114.441506,20855326,2022-07-08
3.18,30.630513,114.454095,20860863,2022-07-08
7.49,30.630567,114.446754,20860863,2022-07-08
3.53,30.629351,114.455122,20866400,2022-07-08
1.0,30.395445,114.867372,21071243,2022-07-08
2.04,30.918834,110.71561,18961704,2022-07-08
0.55,30.203582,115.157036,21220720,2022-07-08
1.12,30.201945,115.149679,21215183,2022-07-08
0.53,30.19314,115.185219,21237330,2022-07-08
0.88,30.203051,114.861825,21071221,2022-07-08
0.71,30.174074,114.918988,21098903,2022-07-08
0.71,30.170744,114.918318,21098903,2022-07-08
0.7,30.111238,115.276523,21281617,2022-07-08
0.83,30.158671,114.790407,21032457,2022-07-08
1.14,29.42158,119.155853,23258249,2022-07-08
1.58,29.940116,115.377146,21331431,2022-07-08
1.56,29.32984,119.057004,23208406,2022-07-08
0.81,31.040915,105.372748,16237514,2022-07-08
0.68,29.906811,115.395151,21342501,2022-07-08
0.94,29.891755,115.449437,21370185,2022-07-08
1.7,30.969485,105.437411,16270728,2022-07-08
1.7,30.963983,105.436671,16270727,2022-07-08
2.4,31.042263,103.65668,15362668,2022-07-08
4.78,29.149012,119.542777,23457551,2022-07-08
2.61,31.041657,103.659406,15362668,2022-07-08
1.27,30.997839,103.782629,15429107,2022-07-08
0.87,29.863065,113.809742,20534095,2022-07-08
0.88,30.50477,107.456875,17300558,2022-07-08
0.51,29.740257,113.989374,20628210,2022-07-08
1.58,29.251233,117.185752,22256033,2022-07-08
0.85,29.249257,117.177106,22250496,2022-07-08
1.58,29.248589,117.18107,22250496,2022-07-08
2.19,30.473048,106.874253,17001556,2022-07-08
1.93,28.888444,118.869989,23114228,2022-07-08
1.93,28.887647,118.874393,23114228,2022-07-08
3.52,28.886852,118.878798,23119765,2022-07-08
0.85,29.119387,117.341748,22333537,2022-07-08
1.48,30.19031,107.984467,17566299,2022-07-08
3.96,29.505054,113.415341,20334723,2022-07-08
0.98,28.686353,118.55371,22953633,2022-07-08
0.43,30.24116,106.209982,16663774,2022-07-08
1.39,30.188547,106.832853,16979377,2022-07-08
1.8,30.291725,103.302833,15185400,2022-07-08
2.44,30.057905,106.578039,16852011,2022-07-08
2.76,28.627483,117.386603,22355630,2022-07-08
3.68,29.786188,107.048609,17090072,2022-07-08
1.56,28.645069,116.001453,21652433,2022-07-08
0.84,28.337427,117.223196,22272543,2022-07-08
2.18,28.334772,117.21849,22272542,2022-07-08
1.97,28.330093,117.225783,22272542,2022-07-08
1.91,28.328745,117.233778,22278079,2022-07-08
3.2,29.137447,111.619813,19421077,2022-07-08
1.1,29.785567,104.578395,15833173,2022-07-08
1.32,28.284115,115.72339,21508431,2022-07-08
0.55,29.38984,105.995883,16552939,2022-07-08
1.11,29.389344,103.548852,15307114,2022-07-08
1.82,29.297452,103.114426,15085624,2022-07-08
1.5,29.298923,103.114346,15085624,2022-07-08
2.21,28.929422,106.887143,17006922,2022-07-08
1.35,28.712117,108.95951,18064464,2022-07-08
3.09,28.92792,106.887453,17006921,2022-07-08
0.9,29.111947,103.722336,15395675,2022-07-08
2.92,28.220466,112.68591,19963601,2022-07-08
1.69,27.781737,114.922114,21104174,2022-07-08
1.69,27.78115,114.926008,21104174,2022-07-08
2.35,27.779025,114.91757,21098637,2022-07-08
1.69,27.77785,114.925367,21104173,2022-07-08
2.01,27.777264,114.929262,21104173,2022-07-08
0.69,27.778674,114.897487,21087562,2022-07-08
1.3,27.777493,114.905256,21093099,2022-07-08
1.3,29.01962,102.531202,14792132,2022-07-08
1.01,27.981521,112.85219,20046629,2022-07-08
0.9,27.404935,116.673778,21995589,2022-07-08
0.44,28.669511,106.611956,16868468,2022-07-08
2.03,26.790616,119.722675,23545881,2022-07-08
1.13,26.76737,119.743347,23556952,2022-07-08
3.0,26.732262,119.641121,23507115,2022-07-08
2.84,27.809274,112.904331,20074295,2022-07-08
2.84,27.809855,112.89999,20068758,2022-07-08
3.08,27.808684,112.908692,20074295,2022-07-08
4.13,27.808115,112.90116,20074295,2022-07-08
4.13,27.807514,112.905501,20074295,2022-07-08
2.28,27.730439,112.225117,19725455,2022-07-08
0.89,27.745686,111.965851,19598106,2022-07-08
2.31,26.499475,119.651015,23512626,2022-07-08
1.76,26.483579,119.673394,23523698,2022-07-08
0.75,28.301492,103.622386,15345752,2022-07-08
1.19,28.116903,104.558779,15821913,2022-07-08
2.73,26.258566,117.61514,22471643,2022-07-08
1.57,26.255895,117.610138,22471643,2022-07-08
1.16,26.008601,117.330581,22327653,2022-07-08
1.35,26.002485,117.325178,22327653,2022-07-08
3.02,27.738937,102.202095,14620342,2022-07-08
3.02,27.738547,102.208582,14625879,2022-07-08
0.57,25.691151,117.716463,22526950,2022-07-08
0.72,27.246294,105.318893,16209406,2022-07-08
0.75,27.242904,105.319455,16209406,2022-07-08
0.83,27.390129,102.560425,14803024,2022-07-08
2.59,25.840476,115.884591,21591214,2022-07-08
0.83,25.42892,118.025143,22681957,2022-07-08
1.52,25.812455,115.47007,21380805,2022-07-08
2.58,25.352277,117.379534,22355265,2022-07-08
1.15,25.237776,118.034503,22687473,2022-07-08
0.59,26.508302,107.577446,17361020,2022-07-08
1.36,26.963735,100.358226,13684503,2022-07-08
2.15,25.453361,114.896381,21087304,2022-07-08
0.72,26.966499,100.360721,13684503,2022-07-08
0.87,25.710785,112.900214,20074061,2022-07-08
1.04,25.014039,116.43198,21867972,2022-07-08
0.95,24.822102,117.019758,22172485,2022-07-08
1.71,24.861874,116.201166,21751678,2022-07-08
1.11,24.7536,116.196768,21751666,2022-07-08
1.22,24.737582,116.189663,21746127,2022-07-08
1.52,26.188117,104.127891,15600218,2022-07-08
1.9,26.185427,104.129259,15605755,2022-07-08
1.9,24.703881,113.641598,20450465,2022-07-08
2.12,24.702266,113.629427,20444928,2022-07-08
1.73,24.696665,113.644291,20450464,2022-07-08
2.95,25.649727,104.047322,15561400,2022-07-08
2.68,25.653181,104.045678,15561400,2022-07-08
2.18,24.274478,113.426355,20339677,2022-07-08
2.36,24.265794,113.421329,20334139,2022-07-08
1.46,24.184132,113.958839,20610980,2022-07-08
1.46,24.180822,113.958248,20610980,2022-07-08
2.52,24.250284,113.410683,20328601,2022-07-08
1.84,25.516959,100.727764,13872600,2022-07-08
0.89,23.334761,113.149538,20195611,2022-07-08
2.28,23.493548,110.500982,18850137,2022-07-08
1.7,23.242546,111.57959,19398273,2022-07-08
2.49,23.239025,111.57906,19398272,2022-07-08
0.81,22.806392,112.518212,19874406,2022-07-08
1.39,22.739798,111.737662,19481272,2022-07-08
1.72,23.055733,107.183488,17161304,2022-07-08
1.53,22.706813,109.807036,18495682,2022-07-08
1.13,22.707487,109.810549,18495682,2022-07-08
1.76,22.371555,111.965769,19597508,2022-07-08
1.39,22.368124,111.965188,19591970,2022-07-08
1.22,22.65771,107.902712,17526701,2022-07-08
1.01,22.023939,112.360869,19796801,2022-07-08
0.65,22.169355,107.933147,17543258,2022-07-08
1.07,21.688873,108.417446,17786833,2022-07-08
1.73,21.680697,108.416236,17786832,2022-07-08
1.4,21.676609,108.415637,17786831,2022-07-08
1.4,21.67251,108.415057,17786831,2022-07-08
3.96,21.561427,108.443939,17803429,2022-07-08
1.12,20.402884,115.410907,21352517,2022-07-08
3.8,21.056037,110.483561,18838792,2022-07-08
2.31,21.054167,110.496895,18844329,2022-07-08
2.77,21.05292,110.50577,18849866,2022-07-08
3.66,21.052307,110.510198,18855403,2022-07-08
3.2,21.051795,110.487481,18844329,2022-07-08
3.15,21.051182,110.491909,18844329,2022-07-08
1.74,21.044896,109.086984,18130055,2022-07-08
6.72,20.812539,108.903148,18035900,2022-07-08
1.46,21.01493,106.53425,16828857,2022-07-08
2.06,20.530496,105.870559,16491046,2022-07-08
2.49,18.294435,105.867606,16485260,2022-07-08
1.05,18.026858,106.43079,16773154,2022-07-08
1.91,52.260833,77.042687,1804917,2022-07-08
2.33,52.256842,77.04609,1810453,2022-07-08
1.54,52.084717,76.853241,1710768,2022-07-08
2.12,52.081432,76.856443,1710768,2022-07-08
2.4,50.010124,78.727629,2662901,2022-07-08
1.52,50.012309,78.724694,2662902,2022-07-08
22.4,48.197196,92.741256,9805430,2022-07-08
5.61,48.196478,92.747201,9805429,2022-07-08
4.91,48.197267,92.71055,9788819,2022-07-08
3.04,48.195832,92.722467,9794355,2022-07-08
5.61,48.19225,92.752194,9810966,2022-07-08
7.0,48.191519,92.758125,9810966,2022-07-08
7.0,48.190798,92.764055,9816503,2022-07-08
5.61,48.192969,92.74625,9805429,2022-07-08
2.41,48.193747,92.709597,9788818,2022-07-08
3.98,48.192322,92.721515,9794355,2022-07-08
3.98,48.191609,92.727456,9799892,2022-07-08
3.5,48.187289,92.763105,9816502,2022-07-08
1.92,48.194457,92.703642,9783281,2022-07-08
1.92,48.191647,92.696712,9783281,2022-07-08
3.5,48.183781,92.762155,9816502,2022-07-08
2.39,48.183058,92.768074,9816502,2022-07-08
5.64,48.188127,92.695759,9783281,2022-07-08
5.64,48.187427,92.701736,9783280,2022-07-08
5.96,48.180273,92.761195,9816502,2022-07-08
5.24,48.17955,92.767124,9816502,2022-07-08
5.96,48.180994,92.755274,9810965,2022-07-08
5.64,48.183907,92.700784,9783280,2022-07-08
5.96,48.176764,92.760245,9816501,2022-07-08
1.44,48.178205,92.748391,9805427,2022-07-08
5.24,48.176042,92.766174,9816501,2022-07-08
2.09,48.174696,92.74744,9805427,2022-07-08
5.44,48.173256,92.759305,9810964,2022-07-08
0.98,48.176121,92.735568,9799890,2022-07-08
5.44,48.173977,92.753373,9810964,2022-07-08
5.44,48.169747,92.758345,9810963,2022-07-08
7.84,48.169026,92.764274,9816500,2022-07-08
0.59,48.166949,92.751472,9810963,2022-07-08
5.39,48.156463,92.687202,9777740,2022-07-08
3.93,48.390591,83.700839,5198667,2022-07-08
3.93,48.390419,83.705707,5198667,2022-07-08
4.41,48.391683,83.702592,5198667,2022-07-08
4.06,48.391481,83.70745,5204204,2022-07-08
1.45,48.386404,83.702071,5198667,2022-07-08
0.96,48.386212,83.706939,5204204,2022-07-08
1.97,40.975019,110.094457,18641678,2022-07-08
0.85,44.839826,90.928564,8880377,2022-07-08
2.49,44.728105,90.265419,8542607,2022-07-08
5.0,44.724395,90.264609,8542607,2022-07-08
0.82,44.337741,93.267451,10070776,2022-07-08
0.82,44.333706,93.271556,10076312,2022-07-08
1.08,44.33302,93.276534,10076312,2022-07-08
2.24,44.328292,93.285641,10081849,2022-07-08
2.24,44.324259,93.28975,10081848,2022-07-08
1.73,44.323577,93.294731,10087385,2022-07-08
1.55,40.652526,109.744248,18464458,2022-07-08
1.55,40.650697,109.750211,18469994,2022-07-08
1.61,40.638988,109.744177,18464456,2022-07-08
1.61,40.633142,109.741124,18464455,2022-07-08
2.31,40.631334,109.746997,18464455,2022-07-08
5.4,40.62171,109.756179,18469991,2022-07-08
5.4,40.619838,109.762228,18475528,2022-07-08
1.02,40.602383,109.688693,18436767,2022-07-08
2.81,44.682195,89.094072,7944606,2022-07-08
4.54,44.678971,89.086326,7944606,2022-07-08
1.12,44.468156,90.701504,8764058,2022-07-08
1.59,44.468498,90.66477,8747447,2022-07-08
0.93,40.581041,109.362334,18270655,2022-07-08
0.4,44.101784,92.478605,9672086,2022-07-08
1.43,43.705342,95.034849,10973236,2022-07-08
1.7,43.696603,95.002646,10956625,2022-07-08
1.58,43.692287,95.030954,10967698,2022-07-08
0.71,44.33312,90.185897,8503804,2022-07-08
1.96,43.688299,95.034708,10973235,2022-07-08
6.15,43.686472,95.024298,10967697,2022-07-08
0.84,43.68825,94.990293,10951087,2022-07-08
1.8,43.686809,94.999733,10956623,2022-07-08
1.77,43.68321,95.023323,10967697,2022-07-08
4.17,43.678845,95.007226,10956623,2022-07-08
0.57,44.52443,85.982226,6361007,2022-07-08
1.29,44.51987,85.981574,6361006,2022-07-08
5.38,44.457769,86.083027,6410832,2022-07-08
4.1,44.452795,86.08874,6416369,2022-07-08
3.29,44.45695,86.083027,6410832,2022-07-08
3.29,44.456474,86.08939,6416369,2022-07-08
2.97,44.365048,86.089136,6416359,2022-07-08
2.87,44.142564,88.202438,7490512,2022-07-08
2.31,44.142087,88.207385,7496049,2022-07-08
0.63,43.900404,90.341152,8581274,2022-07-08
1.26,44.089101,88.46356,7623394,2022-07-08
1.12,44.088629,88.468312,7628931,2022-07-08
1.06,44.147293,87.788948,7280107,2022-07-08
3.48,39.502625,110.540534,18868531,2022-07-08
2.17,39.450977,110.498541,18851914,2022-07-08
2.17,39.448907,110.504879,18851914,2022-07-08
1.78,39.447187,110.487905,18846376,2022-07-08
2.19,39.444845,110.495091,18846376,2022-07-08
2.19,39.442796,110.50138,18851913,2022-07-08
2.12,44.141736,86.116143,6427408,2022-07-08
3.31,39.447672,110.441839,18818692,2022-07-08
4.06,39.445591,110.448269,18824228,2022-07-08
1.53,39.395841,110.600852,18901741,2022-07-08
1.72,44.140067,86.116672,6427408,2022-07-08
2.39,39.451499,110.501292,18851914,2022-07-08
